playerID,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,classification
sislege01,Player,2055,0.3401,102,1175,1284,2812,2121,425,164,375,0.37919654034368955,0.4682,24,5,6,0.4545,2.3514,9,1,3,111.0000,63,2036,18914,1573,1472,462,218,241,4.6667,NULL,16,NULL,N
collied01,Player,2826,0.3332,47,1300,1821,3315,2643,438,187,744,0.4243817787418655,0.4290,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2701,6621,7716,1223,336,174,160,5.3333,NULL,29,NULL,N
colliji01,Player,1725,0.2942,65,983,1055,1999,1466,352,116,194,0.3434633812457221,0.4088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1719,2434,3734,229,842,455,376,3.1667,NULL,NULL,NULL,N
alexape01,Player,703,0.2088,11,163,154,378,294,60,13,3,0.24192694547379565,0.2746,696,373,208,0.6420,2.5595,437,90,32,5189.9999,2198,697,189,1419,50,NULL,NULL,NULL,NULL,NULL,21,NULL,N
gehrilo01,Player,2164,0.3401,493,1995,1888,2721,1531,534,163,102,0.44735189449445256,0.6324,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2147,19525,1087,1575,NULL,NULL,NULL,NULL,7,25,NULL,N
bresnro01,Player,1446,0.2794,26,530,682,1252,937,218,71,212,0.3863549980995819,0.3771,9,4,1,0.8000,3.9338,3,1,0,50.3333,15,1375,5138,1416,138,775,328,432,5.8000,NULL,5,NULL,N
keelewi01,Player,2123,0.3413,33,810,1719,2932,2513,241,145,495,0.38781912591951534,0.4146,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2104,3170,363,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
ansonca01,Player,2523,0.3326,97,2076,1996,3418,2598,581,142,276,0.3925788168614949,0.4451,3,0,1,0.0000,4.5000,0,0,1,4.0000,1,2592,22568,1612,1281,2288,1296,947,3.7619,NULL,NULL,NULL,N
ewingbu01,Player,1315,0.3030,71,883,1129,1625,1126,250,178,354,0.3514920194309507,0.4557,9,2,3,0.4000,3.4468,4,0,0,47.0000,23,1345,6355,1782,283,903,489,395,5.0000,NULL,NULL,NULL,N
wadderu01,Player,410,0.1614,4,83,61,172,129,29,10,6,0.19748653500897667,0.2186,407,193,143,0.5744,2.1609,261,50,5,2961.3335,2316,408,176,740,17,NULL,NULL,NULL,NULL,NULL,2,NULL,N
delahed01,Player,1835,0.3459,101,1464,1599,2596,1788,522,185,455,0.4113908872901679,0.5051,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1857,6071,1058,293,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
foxxji01,Player,2317,0.3253,534,1922,1751,2646,1529,458,125,87,0.42827377851859566,0.6093,10,1,0,1.0000,1.5211,0,0,0,23.6667,11,2200,17797,1562,1553,NULL,NULL,NULL,NULL,9,22,NULL,N
walshed01,Player,459,0.1930,3,68,93,210,159,38,10,14,0.23049956178790534,0.2546,430,195,126,0.6075,1.8156,250,57,34,2964.3334,1736,436,237,1208,32,3,1,2,6.0000,NULL,8,NULL,N
mcgrajo01,Player,1099,0.3336,13,462,1024,1309,1105,121,70,436,0.4656722517368206,0.4100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1074,1408,2288,182,4769,2763,1948,2.7778,NULL,NULL,NULL,N
radboch01,Player,653,0.2352,9,259,308,585,501,64,11,26,0.28334589299171065,0.2807,528,309,195,0.6131,2.6750,489,35,2,4535.3333,1830,678,443,1047,59,NULL,NULL,NULL,NULL,NULL,1,NULL,N
traynpi01,Player,1941,0.3196,58,1273,1183,2416,1823,371,164,158,0.3620689655172414,0.4351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1914,2390,3672,318,868,457,406,4.0000,2,26,NULL,N
kellyki01,Player,1455,0.3076,69,950,1357,1813,1283,359,102,368,0.3677769171185128,0.4382,12,2,2,0.5000,4.1387,0,0,0,45.6666,4,1610,3572,1749,145,330,173,148,4.3333,NULL,NULL,NULL,N
longhe01,Player,1874,0.2772,91,1055,1455,2127,1597,342,97,534,0.335131247752607,0.3826,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1881,4446,6334,785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
friscfr01,Player,2311,0.3161,105,1244,1532,2880,2171,466,138,419,0.3686556579880458,0.4321,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2296,4918,7170,1174,2246,1138,1078,4.5625,3,15,NULL,N
