playerID,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,classification
davisha01,Player,1755,0.2767,75,951,1001,1841,1260,361,145,285,0.3350835981760398,0.4084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1742,15866,1020,686,127,54,71,5.0000,NULL,NULL,NULL,N
dimagjo01,Player,1736,0.3246,361,1537,1390,2214,1333,389,131,30,0.3983283270210265,0.5788,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1722,4529,153,30,NULL,NULL,NULL,NULL,13,36,NULL,N
gordojo01,Player,1566,0.2681,253,975,914,1530,961,264,52,89,0.3568899153194765,0.4656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1551,3826,4726,1196,615,305,308,4.8333,9,21,NULL,N
lazzeto01,Player,1740,0.2922,178,1191,986,1840,1213,334,115,148,0.3798525114790594,0.4666,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1712,3688,4944,873,NULL,NULL,NULL,NULL,1,4,NULL,N
mungova01,Player,410,0.2211,0,74,56,174,146,24,4,1,0.24969400244798043,0.2618,364,120,115,0.5106,3.4714,123,20,16,2112.9998,1242,366,100,448,22,NULL,NULL,NULL,NULL,4,NULL,NULL,N
ritchcl01,Player,1671,0.2734,18,673,708,1618,1317,215,68,155,0.34813579872688694,0.3418,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1667,3827,4953,618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
rootch01,Player,632,0.1805,11,93,86,196,132,46,7,1,0.21723834652594548,0.2661,632,201,160,0.5568,3.5861,177,21,40,3197.3333,1459,632,95,506,21,NULL,NULL,NULL,NULL,NULL,3,NULL,N
seymocy01,Player,1528,0.3032,52,799,737,1723,1346,229,96,222,0.34734586218265745,0.4048,140,61,56,0.5214,3.7609,104,6,1,1029.0000,584,1481,2951,533,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
southbi01,Player,1192,0.2973,52,561,661,1296,980,173,91,138,0.35853403141361256,0.4145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1117,2445,131,33,1770,1044,704,2.6154,NULL,NULL,2,N
sweenbi02,Player,1039,0.2719,11,389,442,1004,800,153,40,172,0.3486794281560456,0.3440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1031,2357,2791,341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
tanneje01,Player,506,0.2560,5,141,189,361,278,55,23,19,0.3112278397898884,0.3383,358,197,116,0.6294,2.7880,263,34,7,2750.3334,940,445,267,851,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
vandejo01,Player,382,0.1518,1,26,58,104,89,12,2,1,0.19972451790633608,0.1796,346,119,121,0.4958,3.4424,131,29,2,2104.6666,1294,346,82,404,30,NULL,NULL,NULL,NULL,4,6,NULL,N
yerkest02,Player,711,0.2681,6,254,307,676,514,124,32,54,0.32762390670553937,0.3499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,696,1353,1884,216,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
bresnro01,Player,1446,0.2794,26,530,682,1252,937,218,71,212,0.3863549980995819,0.3771,9,4,1,0.8000,3.9338,3,1,0,50.3333,15,1375,5138,1416,138,775,328,432,5.8000,NULL,5,NULL,Y
broutda01,Player,1673,0.3421,106,1296,1523,2296,1525,460,205,256,0.42332810867293624,0.5191,4,0,2,0.0000,7.8261,2,0,0,23.0000,8,1674,16422,667,891,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
clarkfr01,Player,2242,0.3119,67,1015,1619,2672,2024,361,220,506,0.38551328817092234,0.4288,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2196,4807,266,43,2829,1602,1181,3.7895,NULL,6,NULL,Y
colliji01,Player,1725,0.2942,65,983,1055,1999,1466,352,116,194,0.3434633812457221,0.4088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1719,2434,3734,229,842,455,376,3.1667,NULL,NULL,NULL,Y
delahed01,Player,1835,0.3459,101,1464,1599,2596,1788,522,185,455,0.4113908872901679,0.5051,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1857,6071,1058,293,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
duffyhu01,Player,1737,0.3241,106,1302,1552,2282,1732,325,119,574,0.3844562265614897,0.4492,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1726,3445,345,52,1221,535,671,5.8750,NULL,1,NULL,Y
jennihu01,Player,1285,0.3114,18,840,994,1527,1189,232,88,359,0.3902130733116649,0.4056,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1277,5582,3449,582,2203,1184,995,3.3750,NULL,NULL,NULL,Y
kellyki01,Player,1455,0.3076,69,950,1357,1813,1283,359,102,368,0.3677769171185128,0.4382,12,2,2,0.5000,4.1387,0,0,0,45.6666,4,1610,3572,1749,145,330,173,148,4.3333,NULL,NULL,NULL,Y
orourji01,Player,1999,0.3108,62,1203,1729,2643,1965,465,151,224,0.35233675836924094,0.4228,6,0,1,0.0000,4.1186,0,0,2,19.6667,4,2079,5485,947,170,510,246,258,5.2000,NULL,NULL,NULL,Y
robinwi01,Manager,1371,0.2735,18,722,637,1388,1107,212,51,196,0.31570155902004454,0.3460,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1356,5408,1467,132,2819,1399,1398,4.8947,NULL,NULL,NULL,Y
huggimi01,Player,1586,0.2652,9,318,948,1474,1269,146,50,324,0.38196125907990314,0.3143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1545,3450,4725,597,2570,1413,1134,3.1765,NULL,NULL,NULL,N
griffcl01,Player,485,0.2326,8,166,202,321,247,49,17,22,0.31809401159047007,0.3101,453,237,146,0.6188,3.3122,337,22,6,3385.6668,955,478,201,879,23,2918,1491,1367,4.3000,NULL,NULL,NULL,N
wanerpa01,Player,2549,0.3332,113,1309,1627,3152,2243,605,191,104,0.4043256516811485,0.4734,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2361,5513,270,105,NULL,NULL,NULL,NULL,4,14,NULL,N
mckecbi01,Player,846,0.2508,8,240,319,713,586,86,33,127,0.30118110236220474,0.3127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,796,1626,1600,197,3647,1896,1723,3.9600,NULL,NULL,2,N
killebi01,Player,1035,0.2384,4,240,237,751,640,86,21,39,0.27258944815039415,0.2829,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1007,4833,1319,129,1149,524,622,6.0000,NULL,4,NULL,N
ruelmu01,Player,1468,0.2751,4,534,494,1242,1022,187,29,61,0.3645368032627695,0.3321,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1413,5368,1138,137,154,59,95,8.0000,NULL,4,NULL,N
sparktu01,Player,313,0.1140,0,41,45,91,71,16,4,0,0.17116060961313012,0.1441,313,121,136,0.4708,2.7936,202,19,8,2335.6668,778,313,107,544,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
tennefr01,Player,37,0.2158,0,0,18,30,26,3,1,0,0.2482758620689655,0.2518,5,3,2,0.6000,2.0930,5,0,0,43.0000,28,38,80,11,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
burkeje01,Player,2066,0.3384,75,952,1720,2850,2273,320,182,389,0.41511811023622047,0.4464,23,3,11,0.2143,5.5610,6,0,0,123.0000,84,2079,3966,309,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
chancfr01,Player,1287,0.2963,20,596,797,1273,974,200,79,401,0.3937449879711307,0.3935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1256,10540,818,486,1622,946,648,3.1818,NULL,2,NULL,Y
chesbja01,Player,393,0.1967,5,82,85,217,162,37,13,5,0.215929203539823,0.2675,392,198,132,0.6000,2.6845,260,35,5,2896.6668,1265,394,103,836,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
eversjo01,Player,1784,0.2703,12,538,919,1659,1361,216,70,324,0.35605406960023006,0.3342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1776,3806,5215,692,375,180,192,6.0000,NULL,7,NULL,Y
griffcl01,Player,485,0.2326,8,166,202,321,247,49,17,22,0.31809401159047007,0.3101,453,237,146,0.6188,3.3122,337,22,6,3385.6668,955,478,201,879,23,2918,1491,1367,4.3000,NULL,NULL,NULL,Y
mccarto01,Player,1275,0.2917,44,735,1069,1496,1207,192,53,468,0.3644794400699913,0.3756,13,0,7,0.0000,4.9327,5,0,0,69.3333,21,1298,2193,487,83,27,15,12,3.0000,NULL,NULL,NULL,Y
mcginjo01,Player,477,0.1935,0,90,109,251,220,21,10,26,0.22056631892697467,0.2251,465,246,142,0.6340,2.6571,314,32,24,3441.3333,1068,475,218,930,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
planked01,Player,630,0.2060,3,122,130,331,282,39,7,13,0.2502937720329025,0.2446,623,326,194,0.6269,2.3503,410,69,23,4495.6668,2246,623,229,1108,37,NULL,NULL,NULL,NULL,NULL,4,NULL,Y
tinkejo01,Player,1804,0.2622,31,782,774,1687,1279,263,114,336,0.30801749271137024,0.3530,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1792,3816,5943,671,626,304,308,3.7500,NULL,NULL,NULL,Y
wadderu01,Player,410,0.1614,4,83,61,172,129,29,10,6,0.19748653500897667,0.2186,407,193,143,0.5744,2.1609,261,50,5,2961.3335,2316,408,176,740,17,NULL,NULL,NULL,NULL,NULL,2,NULL,Y
walshed01,Player,459,0.1930,3,68,93,210,159,38,10,14,0.23049956178790534,0.2546,430,195,126,0.6075,1.8156,250,57,34,2964.3334,1736,436,237,1208,32,3,1,2,6.0000,NULL,8,NULL,Y
hubbeca01,Player,535,0.1910,4,101,95,246,210,30,2,1,0.2118003025718608,0.2267,535,253,154,0.6216,2.9780,260,36,33,3590.3334,1677,535,155,824,55,NULL,NULL,NULL,NULL,9,22,NULL,Y
friscfr01,Player,2311,0.3161,105,1244,1532,2880,2171,466,138,419,0.3686556579880458,0.4321,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2296,4918,7170,1174,2246,1138,1078,4.5625,3,15,NULL,Y
cochrmi01,Player,1482,0.3196,119,832,1041,1652,1136,333,64,64,0.41915772089182496,0.4778,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1452,6414,840,104,600,348,250,2.0000,2,28,NULL,Y
grovele01,Player,619,0.1476,15,121,119,202,155,27,5,1,0.20934959349593496,0.2075,616,300,141,0.6803,3.0581,298,35,55,3940.6666,2266,616,65,722,26,NULL,NULL,NULL,NULL,6,26,NULL,Y
cronijo01,Player,2124,0.3015,170,1424,1233,2285,1482,515,118,87,0.38952952029520294,0.4679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2005,4303,6052,1241,2315,1236,1055,3.8667,7,20,NULL,N
turnete01,Player,1659,0.2532,8,528,699,1499,1207,207,77,256,0.307981220657277,0.3182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1631,2589,4473,446,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
dyered01,Player,129,0.2229,2,13,31,35,23,7,3,3,0.2694610778443114,0.3439,69,15,15,0.5000,4.7461,10,2,3,256.0000,63,78,31,69,2,777,446,325,2.4000,NULL,NULL,1,N
gelbech01,Player,876,0.2670,17,350,398,766,537,169,43,34,0.33575489576753,0.3736,2,0,0,NULL,9.0000,0,0,0,4.0000,1,851,1580,2408,453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hargrbu01,Player,852,0.3103,29,376,314,786,544,155,58,29,0.37203450754852624,0.4516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,747,2420,493,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
kellyge01,Player,1622,0.2967,148,1020,819,1778,1217,337,76,65,0.34212579990635245,0.4524,1,1,0,1.0000,0.0000,0,0,0,5.0000,2,1588,14690,1376,1197,NULL,NULL,NULL,NULL,NULL,5,NULL,N
pennohe01,Player,620,0.1911,4,103,108,232,191,33,4,1,0.2532319391634981,0.2348,617,240,162,0.5970,3.5983,247,35,32,3571.6666,1227,617,101,824,45,NULL,NULL,NULL,NULL,NULL,5,NULL,Y
traynpi01,Player,1941,0.3196,58,1273,1183,2416,1823,371,164,158,0.3620689655172414,0.4351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1914,2390,3672,318,868,457,406,4.0000,2,26,NULL,Y
wilsoji01,Player,1525,0.2842,32,621,580,1358,1042,252,32,86,0.3361801242236025,0.3704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1367,4972,935,158,1237,493,735,6.4444,2,2,NULL,N
dykesji01,Player,2282,0.2804,108,1071,1108,2256,1605,453,90,70,0.36506195854808643,0.3993,2,0,0,NULL,4.5000,0,0,1,2.0000,0,2276,4901,5139,731,2962,1406,1541,5.0455,2,1,NULL,N
jackstr01,Player,1656,0.2905,135,929,833,1768,1256,291,86,71,0.3365089121081746,0.4331,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1635,3174,5178,857,NULL,NULL,NULL,NULL,1,12,NULL,N
bottoji01,Player,1991,0.3096,219,1422,1177,2313,1478,465,151,58,0.36928344338469066,0.5002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1886,18337,815,1562,78,21,56,8.0000,NULL,4,NULL,N
odoulle01,Player,970,0.3493,113,542,624,1140,811,175,41,36,0.41325966850828727,0.5319,34,1,1,0.5000,4.8670,0,0,0,77.6667,19,838,1594,61,6,NULL,NULL,NULL,NULL,1,4,NULL,N
ruffire01,Player,882,0.2690,36,273,207,521,374,98,13,1,0.3058823529411765,0.3887,624,273,225,0.5482,3.7977,335,45,16,4343.9998,1987,627,155,677,51,NULL,NULL,NULL,NULL,6,8,NULL,N
cuyleki01,Player,1879,0.3210,128,1065,1305,2299,1620,394,157,328,0.38626609442060084,0.4735,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1807,4034,191,44,NULL,NULL,NULL,NULL,1,9,NULL,N
earnsge01,Player,319,0.2301,3,70,61,162,126,29,4,1,0.2534435261707989,0.2955,319,127,93,0.5773,4.3841,115,18,12,1915.3334,1002,319,71,371,17,NULL,NULL,NULL,NULL,NULL,6,NULL,N
kleinch01,Player,1753,0.3201,300,1201,1168,2076,1304,398,74,79,0.3787857444710523,0.5430,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1601,3250,194,39,NULL,NULL,NULL,NULL,2,11,NULL,N
rommeed01,Player,507,0.1985,1,59,80,164,134,23,6,1,0.2545045045045045,0.2446,500,171,119,0.5897,3.5418,147,18,29,2556.3334,599,505,165,810,51,NULL,NULL,NULL,NULL,NULL,3,NULL,N
bluegos01,Player,1867,0.2719,43,848,883,1751,1365,276,67,140,0.351810893005253,0.3556,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1816,2278,3926,448,772,375,394,4.6000,1,2,1,N
fitzsfr01,Player,513,0.2000,14,103,112,231,175,35,7,0,0.23255813953488372,0.2788,513,217,146,0.5978,3.5094,186,29,13,3223.6668,870,513,237,942,79,286,104,180,7.6667,NULL,1,NULL,N
hackst01,Player,1938,0.3013,57,642,1239,2193,1692,363,81,165,0.39399356453342865,0.3969,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1883,2311,3527,298,475,199,272,6.5000,5,6,NULL,N
oneilst01,Player,1590,0.2626,13,537,448,1259,964,248,34,30,0.3488029465930018,0.3366,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1533,5968,1698,194,1879,1040,821,3.3571,NULL,9,NULL,N
quinnja01,Player,771,0.1838,8,113,90,248,195,38,7,5,0.2359472588480222,0.2402,756,247,218,0.5312,3.2898,243,28,57,3920.3335,1329,759,144,1240,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
wrighgl01,Player,1119,0.2935,94,723,584,1219,846,203,76,38,0.3281428898557362,0.4469,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1074,2240,3504,705,NULL,NULL,NULL,NULL,NULL,3,NULL,N
bartedi01,Player,2016,0.2838,79,710,1130,2165,1573,442,71,109,0.355204153882464,0.3914,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1989,4425,6348,1183,NULL,NULL,NULL,NULL,2,2,NULL,N
bigbeca01,Player,1147,0.2875,17,324,629,1205,974,139,75,182,0.3445249067368883,0.3686,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1073,2375,241,47,NULL,NULL,NULL,NULL,NULL,2,NULL,N
cadorle01,Player,193,0.2081,5,45,28,92,73,10,4,2,0.23413566739606126,0.2828,192,68,72,0.4857,3.1352,83,10,3,1257.3333,445,192,57,292,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
camildo01,Player,1490,0.2769,239,950,936,1482,896,261,86,60,0.38827433628318586,0.4917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1476,13724,957,1189,NULL,NULL,NULL,NULL,2,5,NULL,N
davissp01,Player,1458,0.3083,77,647,388,1312,969,244,22,6,0.3688612481235256,0.4303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1289,4423,688,101,3,1,2,7.0000,NULL,NULL,NULL,N
derripa01,Player,579,0.1746,2,102,70,220,185,30,3,0,0.18622848200312989,0.2079,579,223,212,0.5126,3.4593,251,32,29,3645.0001,1507,579,153,656,30,NULL,NULL,NULL,NULL,6,9,NULL,N
durocle01,Manager,1637,0.2467,24,567,575,1320,1030,210,56,31,0.29852045256744997,0.3204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1608,3275,4680,941,3739,2008,1709,3.1923,3,NULL,3,N
ferrewe01,Player,548,0.2798,38,208,175,329,222,57,12,2,0.35095785440613025,0.4456,374,193,128,0.6012,4.0385,227,17,13,2623.0000,985,387,153,533,31,NULL,NULL,NULL,NULL,2,10,NULL,N
fonsele01,Player,937,0.3158,31,485,518,1075,791,203,50,64,0.355383337946305,0.4321,1,0,0,NULL,0.0000,0,0,0,1.0000,0,884,4799,1459,507,318,120,196,7.0000,NULL,1,NULL,N
gosligo01,Player,2287,0.3160,248,1609,1483,2735,1814,500,173,175,0.3870600414078675,0.4997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2190,4805,225,47,NULL,NULL,NULL,NULL,1,4,NULL,N
hafeych01,Player,1283,0.3170,164,833,777,1466,894,341,67,70,0.37196819085487076,0.5261,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1195,2527,106,23,NULL,NULL,NULL,NULL,1,4,NULL,N
hallabi01,Player,328,0.1616,2,32,43,90,73,14,1,1,0.2138047138047138,0.2011,324,102,94,0.5204,4.0285,90,14,8,1740.3333,856,324,67,330,19,NULL,NULL,NULL,NULL,1,2,NULL,N
hermabi01,Player,1922,0.3043,47,839,1163,2345,1730,486,82,67,0.3669421487603306,0.4069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1911,5084,5823,1202,465,189,274,8.2500,10,9,NULL,N
johnsbo01,Player,1863,0.2964,288,1283,1239,2051,1272,396,95,96,0.39281705948372614,0.5059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1856,4416,352,102,NULL,NULL,NULL,NULL,8,1,NULL,N
kremera01,Player,309,0.1776,5,69,57,122,85,30,2,0,0.21961325966850828,0.2489,308,143,85,0.6272,3.7572,134,14,10,1954.6667,516,308,37,331,12,NULL,NULL,NULL,NULL,NULL,3,NULL,N
manushe01,Player,2008,0.3298,110,1183,1287,2524,1763,491,160,114,0.37667071688942894,0.4788,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1846,3842,105,26,NULL,NULL,NULL,NULL,1,5,NULL,N
medwijo01,Player,1984,0.3236,205,1383,1198,2471,1613,540,113,42,0.36231168189676466,0.5045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1871,4152,143,36,NULL,NULL,NULL,NULL,10,22,NULL,N
milledo02,Player,1589,0.2629,32,715,711,1526,1154,232,108,177,0.3143726966832238,0.3566,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1598,9170,2769,786,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mulcahu01,Player,223,0.1649,0,21,24,64,55,9,0,0,0.19402985074626866,0.1881,220,45,89,0.3358,4.4858,63,5,9,1161.6668,314,221,75,286,20,NULL,NULL,NULL,NULL,1,NULL,NULL,N
oeschjo01,Player,366,0.1653,0,41,34,99,86,13,0,0,0.19224555735056542,0.1870,365,82,116,0.4141,3.8119,99,18,8,1818.0000,535,365,64,447,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
schanwa01,Player,1842,0.2838,59,710,769,1506,1093,264,90,121,0.3931023471179946,0.4008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1663,5622,1565,163,NULL,NULL,NULL,NULL,NULL,3,NULL,N
schumha02,Player,450,0.2020,15,102,100,181,139,23,4,0,0.23283261802575106,0.2868,391,158,121,0.5663,3.3573,138,27,7,2482.3334,906,393,154,646,34,NULL,NULL,NULL,NULL,2,1,NULL,N
selkige01,Player,846,0.2903,108,576,503,810,530,131,41,49,0.3998181267050621,0.4828,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,773,1559,55,18,NULL,NULL,NULL,NULL,2,NULL,NULL,N
severha01,Player,1390,0.2887,17,539,408,1245,982,204,42,35,0.34212784212784214,0.3673,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1242,4714,1115,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
sewellu01,Player,1630,0.2588,20,696,653,1393,1045,272,56,65,0.32327001356852103,0.3413,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1580,5522,1091,143,1259,606,644,5.1000,1,NULL,1,N
sherdbi01,Player,549,0.2229,9,86,96,214,165,35,5,2,0.271484375,0.2979,514,165,146,0.5305,3.7205,159,11,26,2709.3334,839,517,82,540,25,NULL,NULL,NULL,NULL,NULL,1,NULL,N
smithea02,Player,860,0.3030,46,355,225,686,506,115,19,18,0.37430610626486915,0.4315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,721,2117,502,64,NULL,NULL,NULL,NULL,NULL,3,NULL,N
smithsh01,Player,381,0.2327,6,60,59,165,125,24,10,4,0.26783310901749663,0.3202,373,114,118,0.4914,3.3191,142,16,21,2052.6667,428,376,92,686,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
westsa01,Player,1753,0.2990,75,838,934,1838,1315,347,101,53,0.3707110527084246,0.4249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1602,4528,164,64,NULL,NULL,NULL,NULL,4,2,NULL,N
gehrich01,Player,2323,0.3204,184,1427,1774,2839,1935,574,146,181,0.40362519809825675,0.4805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2221,5446,7091,1447,NULL,NULL,NULL,NULL,6,24,NULL,Y
ottme01,Player,2730,0.3041,511,1860,1859,2876,1805,488,72,89,0.4139650872817955,0.5331,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2575,4734,783,98,1004,464,530,5.4286,12,11,NULL,N
harribu01,Player,1263,0.2739,9,506,722,1297,1000,224,64,167,0.3519879404560015,0.3539,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1257,3415,3844,801,4410,2158,2219,4.8621,NULL,NULL,1,N
hardeme01,Player,584,0.1654,4,93,89,199,152,38,5,2,0.19357429718875502,0.2153,582,223,186,0.5452,3.8009,181,25,23,3426.3333,1160,582,209,734,38,3,3,0,5.5000,4,2,NULL,N
stengca01,Player,1277,0.2843,60,535,575,1219,888,182,89,131,0.35579345088161207,0.4102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1183,2171,147,35,3766,1905,1842,4.4800,NULL,NULL,3,N
wanerll01,Player,1993,0.3164,27,598,1201,2459,2033,281,118,67,0.3534923339011925,0.3933,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1821,4864,157,31,NULL,NULL,NULL,NULL,1,4,NULL,N
jurgebi01,Player,1816,0.2580,43,656,721,1613,1270,245,55,36,0.32479627473806755,0.3354,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1775,3369,5446,982,122,59,63,6.0000,3,1,NULL,N
lucasre01,Player,907,0.2808,3,190,155,404,327,61,13,2,0.3395022335673261,0.3475,396,157,135,0.5377,3.7211,204,22,7,2542.0001,602,414,125,550,39,NULL,NULL,NULL,NULL,NULL,2,NULL,N
warnelo01,Player,459,0.2235,4,97,87,215,183,26,2,1,0.26620825147347743,0.2672,445,192,121,0.6134,3.1829,192,30,13,2782.3332,1140,445,126,538,31,NULL,NULL,NULL,NULL,5,9,NULL,N
averiea01,Player,1668,0.3178,238,1164,1224,2019,1252,401,128,70,0.3946927374301676,0.5336,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1589,3969,115,29,NULL,NULL,NULL,NULL,6,11,NULL,N
chapmbe01,Player,1717,0.3023,90,977,1144,1958,1354,407,107,287,0.38318777292576417,0.4398,25,8,6,0.5714,4.4043,8,0,0,141.0000,65,1673,3742,512,84,474,196,276,6.7500,4,NULL,NULL,N
durocle01,Player,1637,0.2467,24,567,575,1320,1030,210,56,31,0.29852045256744997,0.3204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1608,3275,4680,941,3739,2008,1709,3.1923,3,NULL,3,N
lindsfr01,Player,1438,0.3114,103,779,895,1747,1262,301,81,84,0.351460221550856,0.4489,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1389,2177,1628,150,NULL,NULL,NULL,NULL,NULL,4,NULL,N
lopezal01,Player,1950,0.2615,51,652,613,1547,1247,206,43,46,0.32639531298180696,0.3367,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1925,6654,1126,140,2425,1410,1004,3.0556,2,3,NULL,N
myerbu01,Player,1923,0.3028,38,850,1174,2131,1610,353,130,156,0.3893728222996516,0.4061,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1810,4224,5152,1134,NULL,NULL,NULL,NULL,2,NULL,NULL,N
pruethu01,Player,211,0.1698,0,12,9,36,30,5,1,0,0.2446351931330472,0.2028,211,29,48,0.3766,4.6268,28,1,13,745.0000,357,211,41,205,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
