playerID,feature1,feature2
dunlafr01,4.1181,0.7865
leonadu02,1.6469,0.0828
podrejo01,1.6494,0.132
waltebu01,2.7497,0.3175
lyonste01,2.217,0.2298
blylebe01,0.6452,0.0272
moorete01,3.621,0.5539
coaklan01,2.3933,0.0933
rixeyep01,2.1931,0.1369
ferrewe01,2.146,0.3193
vandejo01,1.7932,0.1518
larsedo01,1.2417,0.1354
lyonste01,2.217,0.2298
facero01,0.2274,0.0106
krukomi01,1.9461,0.1186
pruethu01,1.0047,0.0427
cramedo01,4.0822,0.6061
hamptmi01,1.6183,0.2165
keefeti01,3.3706,0.4013
rootch01,1.7184,0.1361
larsedo01,1.2417,0.1354
mcginjo01,2.7191,0.2285
burkeje01,4.076,0.8325
rixeyep01,2.1931,0.1369
schaege01,3.2904,0.4322
tanneje01,2.7866,0.3735
podrejo01,1.6494,0.132
hernawi01,0.0843,0.0054
haddiha01,1.5028,0.1789
woodjo02,2.8046,0.3822
bunniji01,2.1215,0.1364
jenkife01,1.3474,0.0812
shockur01,1.9369,0.216
conceda01,3.506,0.3991
darkal01,3.9491,0.5821
schacal01,0.9623,0.1698
johnto01,1.1827,0.0565
woodwi01,0.4946,0.0169
violafr01,0.4394,0.019
grovele01,2.2116,0.1922
flanami01,0.0,0.0
rootch01,1.7184,0.1361
jonesto02,0.0193,0.001
hoytwa01,1.9095,0.1424
wrighge01,4.8646,1.1252
hardeme01,2.0599,0.1524
rusieam01,3.5524,0.4292
ricesa01,3.8557,0.6298
larsedo01,1.2417,0.1354
leonadu02,1.6469,0.0828
bondto01,4.0471,0.4365
hardeme01,2.0599,0.1524
newcodo01,1.9425,0.208
chapmbe01,3.7729,0.6663
oroscje01,0.0471,0.0024
newsobo01,2.1954,0.1412
foxxji01,3.5106,0.7557
martide01,0.7482,0.036
earnsge01,2.2069,0.1912
walshed01,2.3704,0.2026
rixeyep01,2.1931,0.1369
haineje01,2.0071,0.1357
newcodo01,1.9425,0.208
hutchfr01,1.8362,0.2006
odoulle01,3.3649,0.6433
schaege01,3.2904,0.4322
martipe01,3.4626,0.6341
kellyge01,3.6948,0.5049
gelbech01,3.2751,0.4543
lopated01,2.4846,0.2437
falkecy01,2.3223,0.1446
fitzsfr01,2.2515,0.2183
johnto01,1.1827,0.0565
boggswa01,3.7623,0.6201
whiteea01,2.3558,0.1953
wardjo01,4.1901,0.7715
piercbi02,1.789,0.1526
lemonbo01,1.9236,0.2407
larsedo01,1.2417,0.1354
marquru01,2.0653,0.1175
deandi01,2.2062,0.2338
luquedo01,1.8658,0.1717
planked01,2.5508,0.2063
gelbech01,3.2751,0.4543
mcgresc01,0.0,0.0
schumha02,1.9911,0.2222
boddimi01,0.0,0.0058
vanceda01,2.1968,0.1538
martimo01,0.66,0.06
guarded01,0.0011,0.0
holtzke01,1.3311,0.0768
morrija02,0.0018,0.007
saberbr01,0.4715,0.0323
rommeed01,1.6292,0.1578
pearsmo01,2.28,0.2578
perryji01,1.4,0.115
chandsp01,2.5972,0.2512
mulhote01,0.901,0.0378
kressre01,3.6571,0.4968
sotoma01,1.7492,0.1056
wettejo01,0.068,0.0065
johnto01,1.1827,0.0565
alexado01,0.4715,0.0338
tiantlu01,0.8953,0.0628
akerja01,0.1855,0.006
handsbi01,1.262,0.0508
ehmkeho01,2.352,0.1655
boutoji01,1.1303,0.0261
tananfr01,0.0923,0.0047
bresnro01,3.0989,0.4716
waltebu01,2.7497,0.3175
raschvi01,2.2602,0.1673
ricesa01,3.8557,0.6298
lewisdu01,3.6676,0.4195
blylebe01,0.6452,0.0272
hoopeha01,3.8047,0.6189
waltebu01,2.7497,0.3175
darkal01,3.9491,0.5821
suttebr01,0.1543,0.0091
adamsba01,2.1141,0.1639
rommeed01,1.6292,0.1578
adamsba01,2.1141,0.1639
ruthba01,3.3552,0.8686
blylebe01,0.6452,0.0272
kellyge01,3.6948,0.5049
faberre01,1.894,0.1463
scottmi03,1.8764,0.0948
newcodo01,1.9425,0.208
fordwh01,2.046,0.182
pennohe01,1.9581,0.1742
groveor01,1.8019,0.1111
reynosh01,1.7843,0.1111
mcginjo01,2.7191,0.2285
marquru01,2.0653,0.1175
tiantlu01,0.8953,0.0628
wagneho01,3.7357,0.6218
splitpa01,0.2814,0.0279
shockur01,1.9369,0.216
ruffire01,2.1961,0.2347
faberre01,1.894,0.1463
newhoha01,2.0305,0.1443
lawve01,1.7112,0.186
cadorle01,2.2902,0.1451
adamsba01,2.1141,0.1639
bushgu01,1.6324,0.1048
messean01,2.0652,0.1388
suttebr01,0.1543,0.0091
walshed01,2.3704,0.2026
ricesa01,3.8557,0.6298
whitede01,4.2462,0.7308
haineje01,2.0071,0.1357
morrija02,0.0018,0.007
gurala01,0.0815,0.0025
raschvi01,2.2602,0.1673
reynoal01,1.8042,0.1179
tennefr02,3.8089,0.6409
kaatji01,1.246,0.1165
odoulle01,3.3649,0.6433
sewelri01,1.773,0.1915
vanceda01,2.1968,0.1538
kaatji01,1.246,0.1165
brownmo01,2.3185,0.1886
coopewi01,2.3551,0.2131
smithle02,0.0626,0.002
oneilpa01,3.5645,0.5071
brownmo01,2.3185,0.1886
morrija02,0.0018,0.007
aguilri01,0.1886,0.0163
darkal01,3.9491,0.5821
phillde01,2.5995,0.2546
gomezle01,2.4565,0.1603
nehfar01,1.972,0.194
facero01,0.2274,0.0106
coombja01,2.413,0.2674
covelst01,2.3459,0.1552
odoulle01,3.3649,0.6433
bunniji01,2.1215,0.1364
conceda01,3.506,0.3991
barnero01,4.7936,1.3988
sainjo01,1.7875,0.1594
sherdbi01,1.7486,0.1749
ruffire01,2.1961,0.2347
vanceda01,2.1968,0.1538
vanceda01,2.1968,0.1538
wiseri01,1.3072,0.1174
martipe01,3.4626,0.6341
morrija02,0.0018,0.007
daviscu01,1.8107,0.1559
ruffire01,2.1961,0.2347
caldwmi01,0.4528,0.0231
fernasi01,1.7557,0.0912
chesbja01,2.8066,0.2163
ehmkeho01,2.352,0.1655
jonessa01,1.7433,0.2118
burkeje01,4.076,0.8325
bridgto01,2.3656,0.1958
grimebu01,2.4288,0.2484
lyonste01,2.217,0.2298
vanceda01,2.1968,0.1538
cuellmi01,1.4496,0.0811
carrocl02,0.2845,0.0233
welchbo01,1.1192,0.05
adamsba01,2.1141,0.1639
newhoha01,2.0305,0.1443
wallabo01,3.6164,0.4436
gossari01,0.0847,0.001
odoulle01,3.3649,0.6433
hardeme01,2.0599,0.1524
rixeyep01,2.1931,0.1369
martipe01,3.4626,0.6341
burkeje01,4.076,0.8325
wynnea01,2.1407,0.1709
spahnwa01,2.3908,0.1801
becklja01,3.9925,0.6706
tennefr02,3.8089,0.6409
osteecl01,1.869,0.1531
ferrewe01,2.146,0.3193
grimebu01,2.4288,0.2484
lonboji01,1.8075,0.0962
zachato01,2.0549,0.1447
darkal01,3.9491,0.5821
culpra01,1.8696,0.1242
erskica01,1.6333,0.1417
drysddo01,2.1371,0.1755
henketo01,0.0016,0.0
darkal01,3.9491,0.5821
haddiha01,1.5028,0.1789
schmija01,1.8426,0.0895
radkebr01,0.0767,0.0
wadderu01,2.6,0.1488
suttebr01,0.1543,0.0091
mcginjo01,2.7191,0.2285
bendech01,2.2623,0.2012
ruffire01,2.1961,0.2347
nehfar01,1.972,0.194
rommeed01,1.6292,0.1578
drysddo01,2.1371,0.1755
uhlege01,1.8837,0.2382
grimebu01,2.4288,0.2484
fitzsfr01,2.2515,0.2183
tiantlu01,0.8953,0.0628
palmeji01,0.849,0.0903
lolicmi01,1.3868,0.1064
johnto01,1.1827,0.0565
leonadu02,1.6469,0.0828
kellyge01,3.6948,0.5049
hunteca01,1.2777,0.1165
coopewi01,2.3551,0.2131
gleaski01,3.7904,0.5188
torremi01,0.8257,0.0481
zahnge01,0.1414,0.0099
cranddo01,1.774,0.218
kaatji01,1.246,0.1165
shockur01,1.9369,0.216
perryga01,1.3672,0.061
mcnalda01,1.72,0.1153
lylesp01,0.0868,0.0089
quinnja01,1.7497,0.1167
downial01,1.7531,0.088
percitr01,0.0071,0.0
hickmji02,2.7966,0.3645
radboch01,3.8086,0.4717
ruckena01,2.3958,0.131
schumha02,1.9911,0.2222
lawve01,1.7112,0.186
kerrdi01,1.9231,0.2797
burkeje01,4.076,0.8325
hubbeca01,2.4075,0.1776
ehmkeho01,2.352,0.1655
toneyfr01,2.2143,0.119
chesbja01,2.8066,0.2163
tiantlu01,0.8953,0.0628
gelbech01,3.2751,0.4543
gullibi01,1.4472,0.0754
burdele01,1.518,0.1517
conceda01,3.506,0.3991
gibsobo01,2.2282,0.2215
lyonste01,2.217,0.2298
broutda01,4.0114,0.9103
niekrph01,1.7748,0.0924
faberre01,1.894,0.1463
reynoal01,1.8042,0.1179
planked01,2.5508,0.2063
covelst01,2.3459,0.1552
facero01,0.2274,0.0106
conceda01,3.506,0.3991
wagneho01,3.7357,0.6218
leiteal01,1.2649,0.0358
conceda01,3.506,0.3991
hardeme01,2.0599,0.1524
frasech01,2.8734,0.2926
lolicmi01,1.3868,0.1064
lylesp01,0.0868,0.0089
kerrdi01,1.9231,0.2797
reynoal01,1.8042,0.1179
conceda01,3.506,0.3991
woodjo02,2.8046,0.3822
wagnebi02,0.0234,0.0012
marquru01,2.0653,0.1175
gomezle01,2.4565,0.1603
deandi01,2.2062,0.2338
sutclri01,1.206,0.0901
dykesji01,3.5259,0.4855
houghch01,0.2634,0.0082
newcodo01,1.9425,0.208
abbotji01,0.0798,0.0
becklja01,3.9925,0.6706
derripa01,2.1762,0.1209
vanceda01,2.1968,0.1538
tiantlu01,0.8953,0.0628
erskica01,1.6333,0.1417
lolicmi01,1.3868,0.1064
griffcl01,2.8454,0.4165
roepr01,1.8619,0.1111
blackew01,1.8692,0.1308
martipe01,3.4626,0.6341
grovele01,2.2116,0.1922
quiseda01,0.0089,0.0
hoytwa01,1.9095,0.1424
facero01,0.2274,0.0106
kaatji01,1.246,0.1165
facero01,0.2274,0.0106
dykesji01,3.5259,0.4855
coopewi01,2.3551,0.2131
walshed01,2.3704,0.2026
newcodo01,1.9425,0.208
bunniji01,2.1215,0.1364
barbest01,1.2082,0.0515
lolicmi01,1.3868,0.1064
darkal01,3.9491,0.5821
maysca01,2.1614,0.2251
dunnja01,3.3102,0.402
johnto01,1.1827,0.0565
haineje01,2.0071,0.1357
hoopeha01,3.8047,0.6189
woodjo02,2.8046,0.3822
facero01,0.2274,0.0106
odoulle01,3.3649,0.6433
derripa01,2.1762,0.1209
goltzda01,0.264,0.0028
mungova01,1.9195,0.1366
blassst01,1.8508,0.1424
rudoldi01,2.4577,0.162
sainjo01,1.7875,0.1594
musiast01,3.6259,0.6441
conceda01,3.506,0.3991
rhoderi01,1.7822,0.1358
ehmkeho01,2.352,0.1655
cramedo01,4.0822,0.6061
deandi01,2.2062,0.2338
faberre01,1.894,0.1463
ryanno01,1.0558,0.0496
hardeme01,2.0599,0.1524
newsobo01,2.1954,0.1412
larsedo01,1.2417,0.1354
ruffire01,2.1961,0.2347
haineje01,2.0071,0.1357
houttar01,1.5545,0.1121
mayru01,0.6362,0.0224
zeileto01,3.5093,0.4569
covelst01,2.3459,0.1552
bresnro01,3.0989,0.4716
guidrro01,0.0,0.0105
jossad01,2.7601,0.1554
grimebu01,2.4288,0.2484
mcdowja01,0.0,0.0
whitewi01,3.6675,0.4144
kerrdi01,1.9231,0.2797
gomezle01,2.4565,0.1603
nichoki01,3.2142,0.4206
mcdanli01,0.3826,0.0192
perraro01,0.2266,0.0081
bresnro01,3.0989,0.4716
lewisdu01,3.6676,0.4195
tiantlu01,0.8953,0.0628
breitte01,3.0134,0.3893
marbefi01,1.2123,0.1089
rowesc01,1.8513,0.2363
oeschjo01,1.6366,0.0929
kerrdi01,1.9231,0.2797
