playerID,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,classification
milancl01,Player,BBWAA,0.2854,17,617,2100,0.3534, , , , , ,4095,294,69,85,6, , , ,N
perduhu01,Player,BBWAA,0.1400,0,10,42,0.1500,0.4435,3.8515,7,918.3332,317,22,175, , , , , , ,N
ricesa01,Player,BBWAA,0.3223,34,1078,2987,0.4267,0.5000,2.5170,0,39.3333,12,4775,291, , , , ,1, ,N
sheckji01,Player,BBWAA,0.2740,56,813,2084,0.3784, , , , , ,4242,371, , , , , , ,N
shockur01,Player,BBWAA,0.2093,1,70,167,0.2494,0.6151,3.1715,25,2681.6666,983,155,599, , , , ,4, ,N
stahlja01,Player,BBWAA,0.2610,31,437,894,0.3825, , , , , ,8731,507,263,270,19, , , ,N
thomair01,Player,BBWAA,0.2419,3,155,327,0.3077, , , , , ,2136,578, , , , ,3, ,N
willicy01,Player,BBWAA,0.2922,251,1005,1981,0.4702, , , , , ,4180,226, , , , ,3, ,N
zimmech01,Player,BBWAA,0.2692,26,625,1224,0.3687, , , , , ,5121,1594,49,86,7, , , ,N
cartwal99,Pioneer/Executive,Centennial, , , , , , , , , , , , , , , , , , ,Y
chadwhe99,Pioneer/Executive,Centennial, , , , , , , , , , , , , , , , , , ,Y
sislege01,Player,BBWAA,0.3401,102,1175,2812,0.4682,0.4545,2.3514,3,111.0000,63,18914,1573,218,241,14, ,16, ,Y
collied01,Player,BBWAA,0.3332,47,1300,3315,0.4290, , , , , ,6621,7716,174,160,16, ,29, ,Y
keelewi01,Player,BBWAA,0.3413,33,810,2932,0.4146, , , , , ,3170,363, , , , , , ,Y
mccarjo99,Manager,BBWAA, , , , , , , , , , , , ,2125,1333,50, , ,3,N
ewingbu01,Player,BBWAA,0.3030,71,883,1625,0.4557,0.4000,3.4468,0,47.0000,23,6355,1782,489,395,35, , , ,N
crossla01,Player,BBWAA,0.2916,47,1371,2645,0.3822, , , , , ,4258,4544,8,30,12, , , ,N
frasech01,Player,BBWAA,0.1786,3,96,235,0.2310,0.4522,3.6767,6,3355.9999,1098,372,949, , , , , , ,N
grimmch01,Player,BBWAA,0.2904,79,1078,2299,0.3974, , , , , ,20722,1217,1287,1067,67, ,2, ,N
hahnno01,Player,BBWAA,0.1765,2,52,129,0.2367,0.5804,2.5457,0,2029.3333,917,109,447, , , , , , ,N
haineje01,Player,BBWAA,0.1859,3,79,209,0.2180,0.5707,3.6408,10,3208.6666,981,108,651, , , , ,2, ,N
hoytwa01,Player,BBWAA,0.1981,0,100,255,0.2354,0.5656,3.5882,52,3762.3334,1206,153,842, , , , ,3, ,N
jonessa01,Player,BBWAA,0.1971,6,99,245,0.2550,0.5135,3.8383,31,3883.0001,1223,197,874, , , , , , ,N
kellejo01,Player,BBWAA,0.3169,65,1194,2220,0.4512, , , , , ,5562,601,338,321,22, , , ,N
knabeot01,Player,BBWAA,0.2468,8,365,1103,0.3135, , , , , ,2755,3595,131,177,11, , , ,N
peitzhe01,Player,BBWAA,0.2711,16,560,1117,0.3611,0.0000,7.3125,0,16.0000,3,4693,1484, , , , , , ,N
phillde01,Player,BBWAA,0.1888,3,90,185,0.2337,0.6342,2.5857,12,2607.0001,929,97,624, , , , , , ,N
schacal01,Player,BBWAA,0.1961,0,4,10,0.2353,0.5833,4.4772,2,197.0000,38,13,42, , , , , , ,N
ansonca01,Player,Old Timers,0.3326,97,2076,3418,0.4451,0.0000,4.5000,1,4.0000,1,22568,1612,1296,947,79, , , ,Y
comisch01,Pioneer/Executive,Old Timers,0.2640,29,883,1530,0.3380,0.0000,0.7297,0,12.3333,6,13889,568,840,541,38, , , ,Y
cummica01,Pioneer/Executive,Old Timers,0.2123,0,107,227,0.2563,0.6067,2.4911,0,2149.6667,130,108,319, , , , , , ,Y
ewingbu01,Player,Old Timers,0.3030,71,883,1625,0.4557,0.4000,3.4468,0,47.0000,23,6355,1782,489,395,35, , , ,Y
gehrilo01,Player,Special Election,0.3401,493,1995,2721,0.6324, , , , , ,19525,1087, , , ,7,25, ,Y
radboch01,Player,Old Timers,0.2352,9,259,585,0.2807,0.6131,2.6750,2,4535.3333,1830,443,1047, , , , ,1, ,Y
spaldal01,Pioneer/Executive,Old Timers,0.3131,2,327,613,0.3815,0.7956,2.1358,11,2890.6667,142,789,732,78,47,6, , , ,Y
hornsro01,Player,BBWAA,0.3585,301,1584,2930,0.5765, , , , , ,4495,6842,701,812,76, ,27, ,Y
rickebr01,Pioneer/Executive,BBWAA,0.2391,3,39,82,0.3236, , , , , ,395,75,597,664,52, , , ,N
martipe01,Player,BBWAA,0.2980,59,501,1227,0.4430, ,2.2500,0,4.0000,0,1692,775, , , ,4,3, ,N
becklja01,Player,BBWAA,0.3076,86,1575,2930,0.4353,0.0000,6.7500,0,4.0000,2,23721,1318, , , , , , ,N
boleyjo01,Player,BBWAA,0.2685,7,227,478,0.3545, , , , , ,919,1331, , , , , , ,N
dunnja01,Player,BBWAA,0.2448,1,164,397,0.2922,0.5203,4.1127,3,1076.6668,171,574,910, , , , , , ,N
hamilbi01,Player,BBWAA,0.3443,40,736,2158,0.4320, , , , , ,3444,182, , , , , , ,N
hermaba01,Player,BBWAA,0.3245,181,997,1818,0.5319, , , , , ,4376,248, , , , , , ,N
lowebo01,Player,BBWAA,0.2731,71,984,1929,0.3599, ,9.0000,0,1.0000,0,4222,4746,30,44,7, , , ,N
schaege01,Player,BBWAA,0.2569,9,308,972,0.3203, ,18.0000,0,1.0000,0,3276,2327, , , , , , ,N
wambsbi01,Player,BBWAA,0.2595,7,520,1359,0.3271, , , , , ,3420,4269, , , , , , ,N
landike99,Pioneer/Executive,Old Timers, , , , , , , , , , , , , , , , , , ,Y
hubbeca01,Player,BBWAA,0.1910,4,101,246,0.2267,0.6216,2.9780,33,3590.3334,1677,155,824, , , ,9,22, ,N
deandi01,Player,BBWAA,0.2245,8,76,161,0.3013,0.6438,3.0239,30,1967.3333,1163,76,283, , , ,4,14, ,N
dickebi01,Player,BBWAA,0.3125,202,1209,1969,0.4860, , , , , ,7965,954,57,48,3,11,20, ,N
gomezle01,Player,BBWAA,0.1471,0,58,133,0.1593,0.6495,3.3440,9,2503.0000,1468,56,393, , , ,7,11, ,N
lyonste01,Player,BBWAA,0.2329,5,149,364,0.2853,0.5306,3.6683,23,4161.0001,1073,219,943,185,245,19,1,8, ,N
greenha01,Player,BBWAA,0.3135,331,1276,1628,0.6050, , , , , ,11023,741, , , ,5,12, ,N
mckecbi01,Manager,BBWAA,0.2508,8,240,713,0.3127, , , , , ,1626,1600,1896,1723,99, , ,2,N
camniho01,Player,BBWAA,0.1359,1,32,92,0.1521,0.5565,2.7492,15,2085.3334,915,63,486, , , , ,1, ,N
conrowi01,Player,BBWAA,0.2484,22,452,1257,0.3286, , , , , ,2432,2534, , , , , , ,N
davisha01,Player,BBWAA,0.2767,75,951,1841,0.4084, , , , , ,15866,1020,54,71,5, , , ,N
dimagjo01,Player,BBWAA,0.3246,361,1537,2214,0.5788, , , , , ,4529,153, , , ,13,36, ,N
gordojo01,Player,BBWAA,0.2681,253,975,1530,0.4656, , , , , ,3826,4726,305,308,29,9,21, ,N
lazzeto01,Player,BBWAA,0.2922,178,1191,1840,0.4666, , , , , ,3688,4944, , , ,1,4, ,N
mungova01,Player,BBWAA,0.2211,0,74,174,0.2618,0.5106,3.4714,16,2112.9998,1242,100,448, , , ,4, , ,N
ritchcl01,Player,BBWAA,0.2734,18,673,1618,0.3418, , , , , ,3827,4953, , , , , , ,N
rootch01,Player,BBWAA,0.1805,11,93,196,0.2661,0.5568,3.5861,40,3197.3333,1459,95,506, , , , ,3, ,N
seymocy01,Player,BBWAA,0.3032,52,799,1723,0.4048,0.5214,3.7609,1,1029.0000,584,2951,533, , , , , , ,N
southbi01,Player,BBWAA,0.2973,52,561,1296,0.4145, , , , , ,2445,131,1044,704,34, , ,2,N
sweenbi02,Player,BBWAA,0.2719,11,389,1004,0.3440, , , , , ,2357,2791, , , , , , ,N
tanneje01,Player,BBWAA,0.2560,5,141,361,0.3383,0.6294,2.7880,7,2750.3334,940,267,851, , , , , , ,N
vandejo01,Player,BBWAA,0.1518,1,26,104,0.1796,0.4958,3.4424,2,2104.6666,1294,82,404, , , ,4,6, ,N
yerkest02,Player,BBWAA,0.2681,6,254,676,0.3499, , , , , ,1353,1884, , , , , , ,N
bresnro01,Player,Old Timers,0.2794,26,530,1252,0.3771,0.8000,3.9338,0,50.3333,15,5138,1416,328,432,29, ,5, ,Y
broutda01,Player,Old Timers,0.3421,106,1296,2296,0.5191,0.0000,7.8261,0,23.0000,8,16422,667, , , , , , ,Y
clarkfr01,Player,Old Timers,0.3119,67,1015,2672,0.4288, , , , , ,4807,266,1602,1181,72, ,6, ,Y
colliji01,Player,Old Timers,0.2942,65,983,1999,0.4088, , , , , ,2434,3734,455,376,19, , , ,Y
delahed01,Player,Old Timers,0.3459,101,1464,2596,0.5051, , , , , ,6071,1058, , , , , , ,Y
duffyhu01,Player,Old Timers,0.3241,106,1302,2282,0.4492, , , , , ,3445,345,535,671,47, ,1, ,Y
jennihu01,Player,Old Timers,0.3114,18,840,1527,0.4056, , , , , ,5582,3449,1184,995,54, , , ,Y
kellyki01,Player,Old Timers,0.3076,69,950,1813,0.4382,0.5000,4.1387,0,45.6666,4,3572,1749,173,148,13, , , ,Y
orourji01,Player,Old Timers,0.3108,62,1203,2643,0.4228,0.0000,4.1186,2,19.6667,4,5485,947,246,258,26, , , ,Y
robinwi01,Manager,Old Timers,0.2735,18,722,1388,0.3460, , , , , ,5408,1467,1399,1398,93, , , ,Y
chancfr01,Player,Final Ballot,0.2963,20,596,1273,0.3935, , , , , ,10540,818,946,648,35, ,2, ,N
chancfr01,Player,Nominating Vote,0.2963,20,596,1273,0.3935, , , , , ,10540,818,946,648,35, ,2, ,N
eversjo01,Player,Nominating Vote,0.2703,12,538,1659,0.3342, , , , , ,3806,5215,180,192,24, ,7, ,N
huggimi01,Player,Nominating Vote,0.2652,9,318,1474,0.3143, , , , , ,3450,4725,1413,1134,54, , , ,N
wadderu01,Player,Nominating Vote,0.1614,4,83,172,0.2186,0.5744,2.1609,5,2961.3335,2316,176,740, , , , ,2, ,N
walshed01,Player,Nominating Vote,0.1930,3,68,210,0.2546,0.6075,1.8156,34,2964.3334,1736,237,1208,1,2,6, ,8, ,N
eversjo01,Player,Final Ballot,0.2703,12,538,1659,0.3342, , , , , ,3806,5215,180,192,24, ,7, ,N
huggimi01,Player,Final Ballot,0.2652,9,318,1474,0.3143, , , , , ,3450,4725,1413,1134,54, , , ,N
walshed01,Player,Final Ballot,0.1930,3,68,210,0.2546,0.6075,1.8156,34,2964.3334,1736,237,1208,1,2,6, ,8, ,N
friscfr01,Player,Nominating Vote,0.3161,105,1244,2880,0.4321, , , , , ,4918,7170,1138,1078,73,3,15, ,N
hubbeca01,Player,Nominating Vote,0.1910,4,101,246,0.2267,0.6216,2.9780,33,3590.3334,1677,155,824, , , ,9,22, ,N
wadderu01,Player,Final Ballot,0.1614,4,83,172,0.2186,0.5744,2.1609,5,2961.3335,2316,176,740, , , , ,2, ,N
griffcl01,Player,Final Ballot,0.2326,8,166,321,0.3101,0.6188,3.3122,6,3385.6668,955,201,879,1491,1367,86, , , ,N
cochrmi01,Player,Nominating Vote,0.3196,119,832,1652,0.4778, , , , , ,6414,840,348,250,14,2,28, ,N
hubbeca01,Player,Final Ballot,0.1910,4,101,246,0.2267,0.6216,2.9780,33,3590.3334,1677,155,824, , , ,9,22, ,N
griffcl01,Player,Nominating Vote,0.2326,8,166,321,0.3101,0.6188,3.3122,6,3385.6668,955,201,879,1491,1367,86, , , ,N
grovele01,Player,Nominating Vote,0.1476,15,121,202,0.2075,0.6803,3.0581,55,3940.6666,2266,65,722, , , ,6,26, ,N
friscfr01,Player,Final Ballot,0.3161,105,1244,2880,0.4321, , , , , ,4918,7170,1138,1078,73,3,15, ,N
cochrmi01,Player,Final Ballot,0.3196,119,832,1652,0.4778, , , , , ,6414,840,348,250,14,2,28, ,N
traynpi01,Player,Nominating Vote,0.3196,58,1273,2416,0.4351, , , , , ,2390,3672,457,406,24,2,26, ,N
grovele01,Player,Final Ballot,0.1476,15,121,202,0.2075,0.6803,3.0581,55,3940.6666,2266,65,722, , , ,6,26, ,N
brownmo01,Player,Nominating Vote,0.2056,2,74,235,0.2476,0.6477,2.0568,49,3172.3332,1375,173,843,50,63,8, ,4, ,N
tinkejo01,Player,Nominating Vote,0.2622,31,782,1687,0.3530, , , , , ,3816,5943,304,308,15, , , ,N
traynpi01,Player,Final Ballot,0.3196,58,1273,2416,0.4351, , , , , ,2390,3672,457,406,24,2,26, ,N
mcginjo01,Player,Nominating Vote,0.1935,0,90,251,0.2251,0.6340,2.6571,24,3441.3333,1068,218,930, , , , , , ,N
maranra01,Player,Nominating Vote,0.2585,28,884,2605,0.3397, , , , , ,6413,8967,23,30,8, ,7, ,N
brownmo01,Player,Final Ballot,0.2056,2,74,235,0.2476,0.6477,2.0568,49,3172.3332,1375,173,843,50,63,8, ,4, ,N
mcginjo01,Player,Final Ballot,0.1935,0,90,251,0.2251,0.6340,2.6571,24,3441.3333,1068,218,930, , , , , , ,N
deandi01,Player,Final Ballot,0.2245,8,76,161,0.3013,0.6438,3.0239,30,1967.3333,1163,76,283, , , ,4,14, ,N
tinkejo01,Player,Final Ballot,0.2622,31,782,1687,0.3530, , , , , ,3816,5943,304,308,15, , , ,N
gehrich01,Player,Nominating Vote,0.3204,184,1427,2839,0.4805, , , , , ,5446,7091, , , ,6,24, ,N
pennohe01,Player,Nominating Vote,0.1911,4,103,232,0.2348,0.5970,3.5983,32,3571.6666,1227,101,824, , , , ,5, ,N
deandi01,Player,Nominating Vote,0.2245,8,76,161,0.3013,0.6438,3.0239,30,1967.3333,1163,76,283, , , ,4,14, ,N
dickebi01,Player,Nominating Vote,0.3125,202,1209,1969,0.4860, , , , , ,7965,954,57,48,3,11,20, ,N
bakerfr01,Player,Nominating Vote,0.3072,96,987,1838,0.4423, , , , , ,2154,3155, , , , ,7, ,N
bendech01,Player,Nominating Vote,0.2119,6,116,243,0.2799,0.6254,2.4551,34,3017.0000,1711,237,814, , , , ,3, ,N
bakerfr01,Player,Final Ballot,0.3072,96,987,1838,0.4423, , , , , ,2154,3155, , , , ,7, ,N
schalra01,Player,Nominating Vote,0.2535,11,594,1345,0.3157, , , , , ,7168,1811,102,125,10, ,5, ,N
bendech01,Player,Final Ballot,0.2119,6,116,243,0.2799,0.6254,2.4551,34,3017.0000,1711,237,814, , , , ,3, ,N
planked01,Player,Nominating Vote,0.2060,3,122,331,0.2446,0.6269,2.3503,23,4495.6668,2246,229,1108, , , , ,4, ,N
dickebi01,Player,Final Ballot,0.3125,202,1209,1969,0.4860, , , , , ,7965,954,57,48,3,11,20, ,N
terrybi01,Player,Nominating Vote,0.3412,154,1078,2193,0.5059, , , , , ,15999,1111,823,661,33,3,12, ,N
vanceda01,Player,Nominating Vote,0.1504,7,75,146,0.1977,0.5846,3.2400,11,2966.6666,2045,126,570, , , , ,11, ,N
maranra01,Player,Final Ballot,0.2585,28,884,2605,0.3397, , , , , ,6413,8967,23,30,8, ,7, ,N
foxxji01,Player,Nominating Vote,0.3253,534,1922,2646,0.6093,1.0000,1.5211,0,23.6667,11,17797,1562, , , ,9,22, ,N
youngro01,Player,Nominating Vote,0.3222,42,592,1491,0.4407, , , , , ,2171,207, , , , ,5, ,N
gehrich01,Player,Final Ballot,0.3204,184,1427,2839,0.4805, , , , , ,5446,7091, , , ,6,24, ,N
heilmha01,Player,Nominating Vote,0.3416,183,1539,2660,0.5205, , , , , ,7199,503, , , , ,2, ,N
klingjo01,Player,Nominating Vote,0.2714,20,513,1151,0.3570, , , , , ,5571,1562,52,101,8, ,4, ,N
pennohe01,Player,Final Ballot,0.1911,4,103,232,0.2348,0.5970,3.5983,32,3571.6666,1227,101,824, , , , ,5, ,N
jossad01,Player,Nominating Vote,0.1444,1,51,118,0.1885,0.6226,1.8874,5,2327.0000,920,185,848, , , , ,1, ,N
ruckena01,Player,Nominating Vote,0.1950,1,44,157,0.2261,0.5000,2.4211,14,2375.3333,1217,55,625, , , , ,7, ,N
roushed01,Player,Nominating Vote,0.3227,68,981,2376,0.4459, , , , , ,4683,230, , , , ,14, ,N
crawfsa01,Player,Nominating Vote,0.3094,97,1525,2961,0.4522, , , , , ,5102,359, , , , ,5, ,N
adamsba01,Player,Nominating Vote,0.2120,3,75,216,0.2807,0.5808,2.7553,15,2995.3333,1036,58,648, , , , ,2, ,N
crigelo01,Player,Nominating Vote,0.2214,11,342,709,0.2898, , , , , ,4456,1348, , , , ,1, ,N
marquru01,Player,Nominating Vote,0.1789,1,64,198,0.2023,0.5317,3.0756,19,3306.6669,1593,63,697, , , , ,1, ,N
wheatza01,Player,Nominating Vote,0.3167,132,1248,2884,0.4503, , , , , ,4996,232, , , , ,11, ,N
woodjo02,Player,Nominating Vote,0.2833,23,325,553,0.4109,0.6724,2.0302,11,1436.3335,989,911,518, , , , ,3, ,N
donovbi01,Player,Nominating Vote,0.1928,7,93,251,0.2488,0.5723,2.6897,8,2964.6668,1552,385,684,245,301,23, ,1, ,N
gomezle01,Player,Nominating Vote,0.1471,0,58,133,0.1593,0.6495,3.3440,9,2503.0000,1468,56,393, , , ,7,11, ,N
wanerpa01,Player,Nominating Vote,0.3332,113,1309,3152,0.4734, , , , , ,5513,270, , , ,4,14, ,N
lyonste01,Player,Nominating Vote,0.2329,5,149,364,0.2853,0.5306,3.6683,23,4161.0001,1073,219,943,185,245,19,1,8, ,N
burkeje01,Player,Nominating Vote,0.3384,75,952,2850,0.4464,0.2143,5.5610,0,123.0000,84,3966,309, , , , , , ,N
bushdo01,Player,Nominating Vote,0.2502,9,436,1804,0.3003, , , , , ,4119,6286,497,539,34, ,4, ,N
coombja01,Player,Nominating Vote,0.2351,4,100,261,0.2946,0.5896,2.7815,8,2320.0001,1052,258,516,18,44,8, ,3, ,N
davisha01,Player,Nominating Vote,0.2767,75,951,1841,0.4084, , , , , ,15866,1020,54,71,5, , , ,N
hartnga01,Player,Nominating Vote,0.2973,236,1179,1912,0.4888, , , , , ,7577,1270,203,176,10,6,16, ,N
jacksjo01,Player,Nominating Vote,0.3558,54,785,1772,0.5174, , , , , ,2646,198, , , , ,11, ,N
mckecbi01,Player,Nominating Vote,0.2508,8,240,713,0.3127, , , , , ,1626,1600,1896,1723,99, , ,2,N
bancrda01,Player,Nominating Vote,0.2790,32,591,2004,0.3584, , , , , ,4673,6604,249,363,27, ,8, ,N
beaumgi01,Player,Nominating Vote,0.3108,39,617,1759,0.3926, , , , , ,2860,168, , , , , , ,N
bradlbi01,Player,Nominating Vote,0.2709,33,552,1471,0.3707, ,0.0000,0,1.0000,0,1985,3062,97,98,10, , , ,N
chesbja01,Player,Nominating Vote,0.1967,5,82,217,0.2675,0.6000,2.6845,5,2896.6668,1265,103,836, , , , , , ,N
clarkjo01,Player,Nominating Vote,0.2188,24,232,432,0.3186,0.6482,2.8113,5,4536.3334,1978,239,1151, , , , ,1, ,N
cravaga01,Player,Nominating Vote,0.2870,119,719,1134,0.4781, , , , , ,1681,176,91,137,16, ,2, ,N
dinnebi01,Player,Nominating Vote,0.1916,1,60,219,0.2187,0.4899,3.0120,7,3074.6667,1127,160,800, , , , , , ,N
dunnja01,Player,Nominating Vote,0.2448,1,164,397,0.2922,0.5203,4.1127,3,1076.6668,171,574,910, , , , , , ,N
granted01,Player,Nominating Vote,0.2493,5,277,844,0.2948, , , , , ,1187,1780, , , , , , ,N
grimmch01,Player,Nominating Vote,0.2904,79,1078,2299,0.3974, , , , , ,20722,1217,1287,1067,67, ,2, ,N
hoytwa01,Player,Nominating Vote,0.1981,0,100,255,0.2354,0.5656,3.5882,52,3762.3334,1206,153,842, , , , ,3, ,N
jonesfi01,Player,Nominating Vote,0.2846,21,631,1920,0.3467, , , , , ,3584,228,683,582,39, , , ,N
killebi01,Player,Nominating Vote,0.2384,4,240,751,0.2829, , , , , ,4833,1319,524,622,54, ,4, ,N
knabeot01,Player,Nominating Vote,0.2468,8,365,1103,0.3135, , , , , ,2755,3595,131,177,11, , , ,N
longhe01,Player,Nominating Vote,0.2772,91,1055,2127,0.3826, , , , , ,4446,6334, , , , , , ,N
mageesh01,Player,Nominating Vote,0.2915,83,1176,2169,0.4267, , , , , ,5135,433, , , , ,4, ,N
martipe01,Player,Nominating Vote,0.2980,59,501,1227,0.4430, ,2.2500,0,4.0000,0,1692,775, , , ,4,3, ,N
nichoki01,Player,Nominating Vote,0.2258,16,278,471,0.2996,0.6344,2.9547,17,5056.3333,1868,382,1034,80,88,11, , , ,N
phillde01,Player,Nominating Vote,0.1888,3,90,185,0.2337,0.6342,2.5857,12,2607.0001,929,97,624, , , , , , ,N
ruelmu01,Player,Nominating Vote,0.2751,4,534,1242,0.3321, , , , , ,5368,1138,59,95,8, ,4, ,N
sheckji01,Player,Nominating Vote,0.2740,56,813,2084,0.3784, , , , , ,4242,371, , , , , , ,N
simmoal01,Player,Nominating Vote,0.3342,307,1827,2927,0.5349, , , , , ,5000,169, , , ,3,23, ,N
southbi01,Player,Nominating Vote,0.2973,52,561,1296,0.4145, , , , , ,2445,131,1044,704,34, , ,2,N
sparktu01,Player,Nominating Vote,0.1140,0,41,91,0.1441,0.4708,2.7936,8,2335.6668,778,107,544, , , , , , ,N
sullibi03,Player,Nominating Vote,0.2131,21,378,777,0.2811, , , , , ,4810,1322,78,74,4, ,2, ,N
tanneje01,Player,Nominating Vote,0.2560,5,141,361,0.3383,0.6294,2.7880,7,2750.3334,940,267,851, , , , , , ,N
tennefr01,Player,Nominating Vote,0.2158,0,0,30,0.2518,0.6000,2.0930,0,43.0000,28,80,11, , , , , , ,N
burkeje01,Player,Old Timers,0.3384,75,952,2850,0.4464,0.2143,5.5610,0,123.0000,84,3966,309, , , , , , ,Y
chancfr01,Player,Old Timers,0.2963,20,596,1273,0.3935, , , , , ,10540,818,946,648,35, ,2, ,Y
chesbja01,Player,Old Timers,0.1967,5,82,217,0.2675,0.6000,2.6845,5,2896.6668,1265,103,836, , , , , , ,Y
eversjo01,Player,Old Timers,0.2703,12,538,1659,0.3342, , , , , ,3806,5215,180,192,24, ,7, ,Y
griffcl01,Player,Old Timers,0.2326,8,166,321,0.3101,0.6188,3.3122,6,3385.6668,955,201,879,1491,1367,86, , , ,Y
mccarto01,Player,Old Timers,0.2917,44,735,1496,0.3756,0.0000,4.9327,0,69.3333,21,2193,487,15,12,6, , , ,Y
mcginjo01,Player,Old Timers,0.1935,0,90,251,0.2251,0.6340,2.6571,24,3441.3333,1068,218,930, , , , , , ,Y
planked01,Player,Old Timers,0.2060,3,122,331,0.2446,0.6269,2.3503,23,4495.6668,2246,229,1108, , , , ,4, ,Y
tinkejo01,Player,Old Timers,0.2622,31,782,1687,0.3530, , , , , ,3816,5943,304,308,15, , , ,Y
wadderu01,Player,Old Timers,0.1614,4,83,172,0.2186,0.5744,2.1609,5,2961.3335,2316,176,740, , , , ,2, ,Y
walshed01,Player,Old Timers,0.1930,3,68,210,0.2546,0.6075,1.8156,34,2964.3334,1736,237,1208,1,2,6, ,8, ,Y
hubbeca01,Player,BBWAA,0.1910,4,101,246,0.2267,0.6216,2.9780,33,3590.3334,1677,155,824, , , ,9,22, ,Y
friscfr01,Player,BBWAA,0.3161,105,1244,2880,0.4321, , , , , ,4918,7170,1138,1078,73,3,15, ,Y
cochrmi01,Player,BBWAA,0.3196,119,832,1652,0.4778, , , , , ,6414,840,348,250,14,2,28, ,Y
grovele01,Player,BBWAA,0.1476,15,121,202,0.2075,0.6803,3.0581,55,3940.6666,2266,65,722, , , ,6,26, ,Y
cronijo01,Player,BBWAA,0.3015,170,1424,2285,0.4679, , , , , ,4303,6052,1236,1055,58,7,20, ,N
turnete01,Player,BBWAA,0.2532,8,528,1499,0.3182, , , , , ,2589,4473, , , , , , ,N
dyered01,Player,BBWAA,0.2229,2,13,35,0.3439,0.5000,4.7461,3,256.0000,63,31,69,446,325,12, , ,1,N
gelbech01,Player,BBWAA,0.2670,17,350,766,0.3736, ,9.0000,0,4.0000,1,1580,2408, , , , , , ,N
hargrbu01,Player,BBWAA,0.3103,29,376,786,0.4516, , , , , ,2420,493, , , , , , ,N
kellyge01,Player,BBWAA,0.2967,148,1020,1778,0.4524,1.0000,0.0000,0,5.0000,2,14690,1376, , , , ,5, ,N
pennohe01,Player,BBWAA,0.1911,4,103,232,0.2348,0.5970,3.5983,32,3571.6666,1227,101,824, , , , ,5, ,Y
traynpi01,Player,BBWAA,0.3196,58,1273,2416,0.4351, , , , , ,2390,3672,457,406,24,2,26, ,Y
wanerpa01,Player,BBWAA,0.3332,113,1309,3152,0.4734, , , , , ,5513,270, , , ,4,14, ,N
wilsoji01,Player,BBWAA,0.2842,32,621,1358,0.3704, , , , , ,4972,935,493,735,58,2,2, ,N
dykesji01,Player,BBWAA,0.2804,108,1071,2256,0.3993, ,4.5000,1,2.0000,0,4901,5139,1406,1541,111,2,1, ,N
jackstr01,Player,BBWAA,0.2905,135,929,1768,0.4331, , , , , ,3174,5178, , , ,1,12, ,N
bottoji01,Player,BBWAA,0.3096,219,1422,2313,0.5002, , , , , ,18337,815,21,56,8, ,4, ,N
odoulle01,Player,BBWAA,0.3493,113,542,1140,0.5319,0.5000,4.8670,0,77.6667,19,1594,61, , , ,1,4, ,N
ruffire01,Player,BBWAA,0.2690,36,273,521,0.3887,0.5482,3.7977,16,4343.9998,1987,155,677, , , ,6,8, ,N
cuyleki01,Player,BBWAA,0.3210,128,1065,2299,0.4735, , , , , ,4034,191, , , ,1,9, ,N
earnsge01,Player,BBWAA,0.2301,3,70,162,0.2955,0.5773,4.3841,12,1915.3334,1002,71,371, , , , ,6, ,N
kleinch01,Player,BBWAA,0.3201,300,1201,2076,0.5430, , , , , ,3250,194, , , ,2,11, ,N
rommeed01,Player,BBWAA,0.1985,1,59,164,0.2446,0.5897,3.5418,29,2556.3334,599,165,810, , , , ,3, ,N
bluegos01,Player,BBWAA,0.2719,43,848,1751,0.3556, , , , , ,2278,3926,375,394,23,1,2,1,N
fitzsfr01,Player,BBWAA,0.2000,14,103,231,0.2788,0.5978,3.5094,13,3223.6668,870,237,942,104,180,23, ,1, ,N
hackst01,Player,BBWAA,0.3013,57,642,2193,0.3969, , , , , ,2311,3527,199,272,26,5,6, ,N
oneilst01,Player,BBWAA,0.2626,13,537,1259,0.3366, , , , , ,5968,1698,1040,821,47, ,9, ,N
quinnja01,Player,BBWAA,0.1838,8,113,248,0.2402,0.5312,3.2898,57,3920.3335,1329,144,1240, , , , , , ,N
wrighgl01,Player,BBWAA,0.2935,94,723,1219,0.4469, , , , , ,2240,3504, , , , ,3, ,N
bartedi01,Player,BBWAA,0.2838,79,710,2165,0.3914, , , , , ,4425,6348, , , ,2,2, ,N
bigbeca01,Player,BBWAA,0.2875,17,324,1205,0.3686, , , , , ,2375,241, , , , ,2, ,N
cadorle01,Player,BBWAA,0.2081,5,45,92,0.2828,0.4857,3.1352,3,1257.3333,445,57,292, , , , , , ,N
camildo01,Player,BBWAA,0.2769,239,950,1482,0.4917, , , , , ,13724,957, , , ,2,5, ,N
davissp01,Player,BBWAA,0.3083,77,647,1312,0.4303, , , , , ,4423,688,1,2,7, , , ,N
derripa01,Player,BBWAA,0.1746,2,102,220,0.2079,0.5126,3.4593,29,3645.0001,1507,153,656, , , ,6,9, ,N
durocle01,Manager,BBWAA,0.2467,24,567,1320,0.3204, , , , , ,3275,4680,2008,1709,83,3, ,3,N
