playerID,feature1,feature2,classification
waltebu01,2.7497,0.3175,N
newhoha01,2.0305,0.1443,N
haineje01,2.0071,0.1357,N
newsobo01,2.1954,0.1412,N
chandsp01,2.5972,0.2512,N
marbefi01,1.2123,0.1089,N
warnelo01,2.0959,0.1895,N
bridgto01,2.3656,0.1958,N
cramedo01,4.0822,0.6061,N
ferrewe01,2.1460,0.3193,N
fitzsfr01,2.2515,0.2183,N
hutchfr01,1.8362,0.2006,N
kellyge01,3.6948,0.5049,N
moorete01,3.6210,0.5539,N
raschvi01,2.2602,0.1673,N
roepr01,1.8619,0.1111,N
sainjo01,1.7875,0.1594,N
schumha02,1.9911,0.2222,N
sewelri01,1.7730,0.1915,N
clarkjo01,3.6154,0.4652,Y
ricesa01,3.8557,0.6298,Y
rixeyep01,2.1931,0.1369,Y
ruffire01,2.1961,0.2347,N
ruffire01,2.1961,0.2347,N
hardeme01,2.0599,0.1524,N
vandejo01,1.7932,0.1518,N
reynoal01,1.8042,0.1179,N
waltebu01,2.7497,0.3175,N
newhoha01,2.0305,0.1443,N
lemonbo01,1.9236,0.2407,N
vandejo01,1.7932,0.1518,N
martipe01,3.4626,0.6341,N
newsobo01,2.1954,0.1412,N
bridgto01,2.3656,0.1958,N
moorete01,3.6210,0.5539,N
hardeme01,2.0599,0.1524,N
maglisa01,1.8520,0.0954,N
warnelo01,2.0959,0.1895,N
cramedo01,4.0822,0.6061,N
hutchfr01,1.8362,0.2006,N
schumha02,1.9911,0.2222,N
raschvi01,2.2602,0.1673,N
waltebu01,2.7497,0.3175,N
chandsp01,2.5972,0.2512,N
reynoal01,1.8042,0.1179,N
martipe01,3.4626,0.6341,N
truckvi01,1.8356,0.1219,N
kindeel01,0.9174,0.0702,N
sainjo01,1.7875,0.1594,N
lemonbo01,1.9236,0.2407,N
newhoha01,2.0305,0.1443,N
houttar01,1.5545,0.1121,N
gromest01,1.3404,0.1234,N
kuzavbo01,1.1963,0.0981,N
sewelri01,1.7730,0.1915,N
troutdi01,1.7963,0.1850,N
bridgto01,2.3656,0.1958,N
newsobo01,2.1954,0.1412,N
faberre01,1.8940,0.1463,Y
grimebu01,2.4288,0.2484,Y
keefeti01,3.3706,0.4013,Y
wardjo01,4.1901,0.7715,Y
galvipu01,3.7592,0.3803,Y
willite01,3.3621,0.7845,Y
ruffire01,2.1961,0.2347,N
vandejo01,1.7932,0.1518,N
reynoal01,1.8042,0.1179,N
waltebu01,2.7497,0.3175,N
hardeme01,2.0599,0.1524,N
newhoha01,2.0305,0.1443,N
newsobo01,2.1954,0.1412,N
lemonbo01,1.9236,0.2407,N
darkal01,3.9491,0.5821,N
bridgto01,2.3656,0.1958,N
newcodo01,1.9425,0.2080,N
erskica01,1.6333,0.1417,N
grissma01,0.5309,0.0253,N
martimo01,0.6600,0.0600,N
hearnji01,1.3598,0.1092,N
portebo01,1.6025,0.1056,N
ruffire01,2.1961,0.2347,Y
ruffire01,2.1961,0.2347,N
vandejo01,1.7932,0.1518,N
reynoal01,1.8042,0.1179,N
waltebu01,2.7497,0.3175,N
newhoha01,2.0305,0.1443,N
hardeme01,2.0599,0.1524,N
darkal01,3.9491,0.5821,N
lemonbo01,1.9236,0.2407,N
vandejo01,1.7932,0.1518,N
waltebu01,2.7497,0.3175,N
newsobo01,2.1954,0.1412,N
reynoal01,1.8042,0.1179,N
newcodo01,1.9425,0.2080,N
hardeme01,2.0599,0.1524,N
newhoha01,2.0305,0.1443,N
darkal01,3.9491,0.5821,N
lemonbo01,1.9236,0.2407,N
newsobo01,2.1954,0.1412,N
moorete01,3.6210,0.5539,N
newcodo01,1.9425,0.2080,N
garvene01,1.8057,0.1900,N
hearnji01,1.3598,0.1092,N
reynoal01,1.8042,0.1179,N
vandejo01,1.7932,0.1518,N
newhoha01,2.0305,0.1443,N
waltebu01,2.7497,0.3175,N
lemonbo01,1.9236,0.2407,N
darkal01,3.9491,0.5821,N
moorete01,3.6210,0.5539,N
newsobo01,2.1954,0.1412,N
maglisa01,1.8520,0.0954,N
erskica01,1.6333,0.1417,N
newcodo01,1.9425,0.2080,N
sainjo01,1.7875,0.1594,N
rowesc01,1.8513,0.2363,N
blackew01,1.8692,0.1308,N
leonadu02,1.6469,0.0828,N
brechha01,2.0966,0.1495,N
lopated01,2.4846,0.2437,N
roepr01,1.8619,0.1111,N
raschvi01,2.2602,0.1673,N
musiast01,3.6259,0.6441,Y
reynoal01,1.8042,0.1179,N
vandejo01,1.7932,0.1518,N
wynnea01,2.1407,0.1709,N
newhoha01,2.0305,0.1443,N
lemonbo01,1.9236,0.2407,N
darkal01,3.9491,0.5821,N
newsobo01,2.1954,0.1412,N
waltebu01,2.7497,0.3175,N
rowesc01,1.8513,0.2363,N
blackew01,1.8692,0.1308,N
sainjo01,1.7875,0.1594,N
erskica01,1.6333,0.1417,N
leonadu02,1.6469,0.0828,N
coopemo01,2.2020,0.1684,N
newcodo01,1.9425,0.2080,N
raschvi01,2.2602,0.1673,N
brechha01,2.0966,0.1495,N
lopated01,2.4846,0.2437,N
covelst01,2.3459,0.1552,Y
hoytwa01,1.9095,0.1424,Y
wynnea01,2.1407,0.1709,N
reynoal01,1.8042,0.1179,N
vandejo01,1.7932,0.1518,N
newhoha01,2.0305,0.1443,N
lemonbo01,1.9236,0.2407,N
darkal01,3.9491,0.5821,N
waltebu01,2.7497,0.3175,N
blackew01,1.8692,0.1308,N
newsobo01,2.1954,0.1412,N
sainjo01,1.7875,0.1594,N
shantbo01,0.9481,0.1038,N
leonadu02,1.6469,0.0828,N
newcodo01,1.9425,0.2080,N
piercbi02,1.7890,0.1526,N
brechha01,2.0966,0.1495,N
erskica01,1.6333,0.1417,N
lopated01,2.4846,0.2437,N
roepr01,1.8619,0.1111,N
haineje01,2.0071,0.1357,Y
wynnea01,2.1407,0.1709,N
reynoal01,1.8042,0.1179,N
vandejo01,1.7932,0.1518,N
newhoha01,2.0305,0.1443,N
lemonbo01,1.9236,0.2407,N
darkal01,3.9491,0.5821,N
newsobo01,2.1954,0.1412,N
sainjo01,1.7875,0.1594,N
haddiha01,1.5028,0.1789,N
newcodo01,1.9425,0.2080,N
brechha01,2.0966,0.1495,N
piercbi02,1.7890,0.1526,N
shantbo01,0.9481,0.1038,N
lopated01,2.4846,0.2437,N
erskica01,1.6333,0.1417,N
leonadu02,1.6469,0.0828,N
roepr01,1.8619,0.1111,N
raschvi01,2.2602,0.1673,N
becklja01,3.9925,0.6706,Y
hoopeha01,3.8047,0.6189,Y
marquru01,2.0653,0.1175,Y
paigesa01,0.6927,0.0112,Y
koufasa01,1.9547,0.0655,Y
wynnea01,2.1407,0.1709,Y
lemonbo01,1.9236,0.2407,N
reynoal01,1.8042,0.1179,N
newhoha01,2.0305,0.1443,N
darkal01,3.9491,0.5821,N
newsobo01,2.1954,0.1412,N
sainjo01,1.7875,0.1594,N
haddiha01,1.5028,0.1789,N
shantbo01,0.9481,0.1038,N
newcodo01,1.9425,0.2080,N
brechha01,2.0966,0.1495,N
leonadu02,1.6469,0.0828,N
erskica01,1.6333,0.1417,N
piercbi02,1.7890,0.1526,N
raschvi01,2.2602,0.1673,N
lopated01,2.4846,0.2437,N
roepr01,1.8619,0.1111,N
gomezle01,2.4565,0.1603,Y
spahnwa01,2.3908,0.1801,Y
fordwh01,2.0460,0.1820,N
roberro01,2.2166,0.1555,N
lemonbo01,1.9236,0.2407,N
reynoal01,1.8042,0.1179,N
newhoha01,2.0305,0.1443,N
darkal01,3.9491,0.5821,N
sainjo01,1.7875,0.1594,N
newsobo01,2.1954,0.1412,N
burdele01,1.5180,0.1517,N
newcodo01,1.9425,0.2080,N
lawve01,1.7112,0.1860,N
raschvi01,2.2602,0.1673,N
leonadu02,1.6469,0.0828,N
shantbo01,0.9481,0.1038,N
simmocu01,1.8637,0.1527,N
erskica01,1.6333,0.1417,N
piercbi02,1.7890,0.1526,N
brechha01,2.0966,0.1495,N
haddiha01,1.5028,0.1789,N
kellyge01,3.6948,0.5049,Y
welchmi01,3.6320,0.4422,Y
fordwh01,2.0460,0.1820,Y
roberro01,2.2166,0.1555,N
lemonbo01,1.9236,0.2407,N
reynoal01,1.8042,0.1179,N
newhoha01,2.0305,0.1443,N
darkal01,3.9491,0.5821,N
sainjo01,1.7875,0.1594,N
larsedo01,1.2417,0.1354,N
erskica01,1.6333,0.1417,N
haddiha01,1.5028,0.1789,N
burdele01,1.5180,0.1517,N
newcodo01,1.9425,0.2080,N
lawve01,1.7112,0.1860,N
piercbi02,1.7890,0.1526,N
raschvi01,2.2602,0.1673,N
shantbo01,0.9481,0.1038,N
simmocu01,1.8637,0.1527,N
colavro01,3.5323,0.5274,N
roberro01,2.2166,0.1555,N
lemonbo01,1.9236,0.2407,N
newhoha01,2.0305,0.1443,N
sainjo01,1.7875,0.1594,N
drysddo01,2.1371,0.1755,N
darkal01,3.9491,0.5821,N
raschvi01,2.2602,0.1673,N
larsedo01,1.2417,0.1354,N
burdele01,1.5180,0.1517,N
newcodo01,1.9425,0.2080,N
haddiha01,1.5028,0.1789,N
whitewi01,3.6675,0.4144,N
lawve01,1.7112,0.1860,N
podrejo01,1.6494,0.1320,N
colavro01,3.5323,0.5274,N
roberro01,2.2166,0.1555,Y
lemonbo01,1.9236,0.2407,Y
drysddo01,2.1371,0.1755,N
darkal01,3.9491,0.5821,N
larsedo01,1.2417,0.1354,N
facero01,0.2274,0.0106,N
burdele01,1.5180,0.1517,N
newcodo01,1.9425,0.2080,N
lawve01,1.7112,0.1860,N
haddiha01,1.5028,0.1789,N
whitewi01,3.6675,0.4144,N
podrejo01,1.6494,0.1320,N
drysddo01,2.1371,0.1755,N
bunniji01,2.1215,0.1364,N
burdele01,1.5180,0.1517,N
darkal01,3.9491,0.5821,N
newcodo01,1.9425,0.2080,N
larsedo01,1.2417,0.1354,N
facero01,0.2274,0.0106,N
haddiha01,1.5028,0.1789,N
lawve01,1.7112,0.1860,N
whitewi01,3.6675,0.4144,N
pascuca02,1.7841,0.1310,N
podrejo01,1.6494,0.1320,N
rusieam01,3.5524,0.4292,Y
drysddo01,2.1371,0.1755,N
bunniji01,2.1215,0.1364,N
wilheho01,0.4037,0.0224,N
burdele01,1.5180,0.1517,N
darkal01,3.9491,0.5821,N
newcodo01,1.9425,0.2080,N
larsedo01,1.2417,0.1354,N
facero01,0.2274,0.0106,N
haddiha01,1.5028,0.1789,N
lawve01,1.7112,0.1860,N
malonji01,1.9564,0.1589,N
mclaide01,2.1614,0.1123,N
pascuca02,1.7841,0.1310,N
grantmu01,1.1379,0.1199,N
ramospe01,1.0101,0.1092,N
jossad01,2.7601,0.1554,Y
drysddo01,2.1371,0.1755,N
wilheho01,0.4037,0.0224,N
bunniji01,2.1215,0.1364,N
darkal01,3.9491,0.5821,N
burdele01,1.5180,0.1517,N
larsedo01,1.2417,0.1354,N
newcodo01,1.9425,0.2080,N
facero01,0.2274,0.0106,N
lawve01,1.7112,0.1860,N
haddiha01,1.5028,0.1789,N
perraro01,0.2266,0.0081,N
pappami01,2.0361,0.1366,N
mclaide01,2.1614,0.1123,N
malonji01,1.9564,0.1589,N
shortch02,1.3775,0.0573,N
bolinbo01,0.8528,0.0786,N
culpra01,1.8696,0.1242,N
fisheed02,0.3565,0.0159,N
gladdfr01,0.1400,0.0022,N
stephjo03,0.0000,0.0000,N
drysddo01,2.1371,0.1755,N
wilheho01,0.4037,0.0224,N
bunniji01,2.1215,0.1364,N
burdele01,1.5180,0.1517,N
newcodo01,1.9425,0.2080,N
darkal01,3.9491,0.5821,N
larsedo01,1.2417,0.1354,N
facero01,0.2274,0.0106,N
alouma01,3.4727,0.4679,N
stottme01,2.0464,0.1475,N
blassst01,1.8508,0.1424,N
hickmji02,2.7966,0.3645,N
mcmahdo02,0.1922,0.0092,N
akerja01,0.1855,0.0060,N
barbest01,1.2082,0.0515,N
krausle02,1.0599,0.0689,N
linzyfr01,0.2345,0.0097,N
millebo04,0.4229,0.0113,N
pizarju01,1.3266,0.1452,N
rayji01,0.3786,0.0129,N
richepe01,0.6659,0.0471,N
selmadi01,0.6265,0.0401,N
vealebo01,1.5789,0.0652,N
gibsobo01,2.2282,0.2215,Y
drysddo01,2.1371,0.1755,N
wilheho01,0.4037,0.0224,N
maricju01,2.5705,0.1537,N
bunniji01,2.1215,0.1364,N
burdele01,1.5180,0.1517,N
larsedo01,1.2417,0.1354,N
facero01,0.2274,0.0106,N
perryji01,1.4000,0.1150,N
mcnalda01,1.7200,0.1153,N
osteecl01,1.8690,0.1531,N
mcdanli01,0.3826,0.0192,N
siebeso01,1.6296,0.1284,N
handsbi01,1.2620,0.0508,N
lockebo01,0.5833,0.0714,N
mcdowsa01,1.8042,0.0793,N
maricju01,2.5705,0.1537,N
wilheho01,0.4037,0.0224,N
drysddo01,2.1371,0.1755,N
bunniji01,2.1215,0.1364,N
burdele01,1.5180,0.1517,N
larsedo01,1.2417,0.1354,N
facero01,0.2274,0.0106,N
mcnalda01,1.7200,0.1153,N
mcdanli01,0.3826,0.0192,N
breweji01,0.2389,0.0034,N
osteecl01,1.8690,0.1531,N
siebeso01,1.6296,0.1284,N
tovarce01,3.7426,0.5605,N
maricju01,2.5705,0.1537,Y
wilheho01,0.4037,0.0224,N
drysddo01,2.1371,0.1755,N
bunniji01,2.1215,0.1364,N
burdele01,1.5180,0.1517,N
facero01,0.2274,0.0106,N
larsedo01,1.2417,0.1354,N
perryji01,1.4000,0.1150,N
sadecra01,1.3441,0.1005,N
giustda01,0.6006,0.0423,N
cuellmi01,1.4496,0.0811,N
dierkla01,2.2101,0.1064,N
dobsopa01,0.7657,0.0314,N
downial01,1.7531,0.0880,N
hoernjo01,0.1197,0.0041,N
nolanga01,2.0992,0.1429,N
rojasco01,3.4627,0.3919,N
seguidi01,0.6000,0.0406,N
singebi01,1.2747,0.0617,N
drysddo01,2.1371,0.1755,Y
wilheho01,0.4037,0.0224,N
bunniji01,2.1215,0.1364,N
burdele01,1.5180,0.1517,N
facero01,0.2274,0.0106,N
larsedo01,1.2417,0.1354,N
woodwi01,0.4946,0.0169,N
boutoji01,1.1303,0.0261,N
brilene01,1.0376,0.0642,N
carrocl02,0.2845,0.0233,N
colboji01,0.1821,0.0000,N
wilheho01,0.4037,0.0224,Y
bunniji01,2.1215,0.1364,N
hunteca01,1.2777,0.1165,N
burdele01,1.5180,0.1517,N
lolicmi01,1.3868,0.1064,N
facero01,0.2274,0.0106,N
larsedo01,1.2417,0.1354,N
woodwi01,0.4946,0.0169,N
haddiha01,1.5028,0.1789,N
mcnalda01,1.7200,0.1153,N
holtzke01,1.3311,0.0768,N
lonboji01,1.8075,0.0962,N
messean01,2.0652,0.1388,N
mclaide01,2.1614,0.1123,N
ellisdo01,1.2603,0.1082,N
carrocl02,0.2845,0.0233,N
hunteca01,1.2777,0.1165,N
bunniji01,2.1215,0.1364,N
burdele01,1.5180,0.1517,N
lolicmi01,1.3868,0.1064,N
facero01,0.2274,0.0106,N
larsedo01,1.2417,0.1354,N
woodwi01,0.4946,0.0169,N
mcnalda01,1.7200,0.1153,N
hillejo01,0.1850,0.0037,N
richajr01,2.3096,0.1632,N
holtzke01,1.3311,0.0768,N
lonboji01,1.8075,0.0962,N
messean01,2.0652,0.1388,N
billija01,1.1744,0.0441,N
davalvi01,2.7551,0.3491,N
knowlda01,0.1632,0.0026,N
hunteca01,1.2777,0.1165,Y
bunniji01,2.1215,0.1364,N
burdele01,1.5180,0.1517,N
lolicmi01,1.3868,0.1064,N
facero01,0.2274,0.0106,N
larsedo01,1.2417,0.1354,N
woodwi01,0.4946,0.0169,N
marshmi01,0.2469,0.0152,N
bandosa01,3.4968,0.4864,N
stonest01,0.6441,0.0265,N
bunniji01,2.1215,0.1364,N
tiantlu01,0.8953,0.0628,N
lolicmi01,1.3868,0.1064,N
facero01,0.2274,0.0106,N
lylesp01,0.0868,0.0089,N
larsedo01,1.2417,0.1354,N
woodwi01,0.4946,0.0169,N
leebi03,0.4702,0.0286,N
hraboal01,0.1026,0.0073,N
bahnsst01,0.8330,0.0383,N
grimsro02,1.0202,0.0607,N
jacksgr01,0.3287,0.0279,N
jonesra01,1.8777,0.1160,N
mcgloly01,1.4250,0.0938,N
medicdo01,0.1720,0.0096,N
wiseri01,1.3072,0.1174,N
perryga01,1.3672,0.0610,N
bunniji01,2.1215,0.1364,N
jenkife01,1.3474,0.0812,N
kaatji01,1.2460,0.1165,N
facero01,0.2274,0.0106,N
lolicmi01,1.3868,0.1064,N
tiantlu01,0.8953,0.0628,N
lylesp01,0.0868,0.0089,N
campabe01,3.7302,0.5073,N
woodwi01,0.4946,0.0169,N
barrji01,1.0665,0.0582,N
frymawo01,0.9744,0.0352,N
goltzda01,0.2640,0.0028,N
matlajo01,1.2182,0.0884,N
mayru01,0.6362,0.0224,N
palmeji01,0.8490,0.0903,Y
perryga01,1.3672,0.0610,N
jenkife01,1.3474,0.0812,N
bunniji01,2.1215,0.1364,N
kaatji01,1.2460,0.1165,N
facero01,0.2274,0.0106,N
tiantlu01,0.8953,0.0628,N
lolicmi01,1.3868,0.1064,N
lylesp01,0.0868,0.0089,N
mcgratu01,0.2591,0.0169,N
bibbyji01,0.6129,0.0440,N
torremi01,0.8257,0.0481,N
caldwmi01,0.4528,0.0231,N
splitpa01,0.2814,0.0279,N
tidrodi01,0.1532,0.0097,N
perryga01,1.3672,0.0610,Y
jenkife01,1.3474,0.0812,Y
fingero01,0.1905,0.0106,N
bunniji01,2.1215,0.1364,N
kaatji01,1.2460,0.1165,N
lolicmi01,1.3868,0.1064,N
tiantlu01,0.8953,0.0628,N
lylesp01,0.0868,0.0089,N
koosmje01,1.4951,0.0588,N
hootobu01,1.5551,0.0873,N
bailobo01,3.0754,0.3550,N
gurala01,0.0815,0.0025,N
kisonbr01,1.0412,0.0799,N
rogerst01,2.1700,0.1158,N
zachrpa01,1.0853,0.0307,N
zahnge01,0.1414,0.0099,N
seaveto01,1.9424,0.1462,Y
fingero01,0.1905,0.0106,Y
kaatji01,1.2460,0.1165,N
tiantlu01,0.8953,0.0628,N
lolicmi01,1.3868,0.1064,N
bluevi01,1.0079,0.0728,N
kingmda01,3.4400,0.4642,N
leonade01,0.0000,0.0000,N
dennyjo01,1.7485,0.1350,N
forscke01,0.7351,0.0307,N
vuckope01,0.7273,0.0524,N
newhoha01,2.0305,0.1443,Y
niekrph01,1.7748,0.0924,N
kaatji01,1.2460,0.1165,N
tiantlu01,0.8953,0.0628,N
lolicmi01,1.3868,0.1064,N
bluevi01,1.0079,0.0728,N
campbbi02,0.0371,0.0029,N
carltst01,2.3074,0.1651,Y
niekrph01,1.7748,0.0924,N
suttodo01,1.7248,0.0815,N
suttebr01,0.1543,0.0091,N
kaatji01,1.2460,0.1165,N
tiantlu01,0.8953,0.0628,N
conceda01,3.5060,0.3991,N
guidrro01,0.0000,0.0105,N
lolicmi01,1.3868,0.1064,N
bluevi01,1.0079,0.0728,N
niekrjo01,1.3782,0.0779,N
mcgresc01,0.0000,0.0000,N
sotoma01,1.7492,0.1056,N
niekrph01,1.7748,0.0924,N
suttodo01,1.7248,0.0815,N
suttebr01,0.1543,0.0091,N
kaatji01,1.2460,0.1165,N
johnto01,1.1827,0.0565,N
tiantlu01,0.8953,0.0628,N
conceda01,3.5060,0.3991,N
bluevi01,1.0079,0.0728,N
lolicmi01,1.3868,0.1064,N
guidrro01,0.0000,0.0105,N
tekulke01,0.1152,0.0076,N
forscbo01,1.7544,0.1513,N
hernawi01,0.0843,0.0054,N
krukomi01,1.9461,0.1186,N
alexado01,0.4715,0.0338,N
grossgr01,2.0702,0.2482,N
rhoderi01,1.7822,0.1358,N
willivi01,2.8117,0.2015,Y
niekrph01,1.7748,0.0924,N
suttodo01,1.7248,0.0815,N
suttebr01,0.1543,0.0091,N
johnto01,1.1827,0.0565,N
kaatji01,1.2460,0.1165,N
tiantlu01,0.8953,0.0628,N
conceda01,3.5060,0.3991,N
guidrro01,0.0000,0.0105,N
lolicmi01,1.3868,0.1064,N
quiseda01,0.0089,0.0000,N
reussje01,1.6228,0.1125,N
tudorjo01,1.3287,0.0761,N
kneppbo01,1.8708,0.1047,N
bunniji01,2.1215,0.1364,Y
niekrph01,1.7748,0.0924,Y
suttodo01,1.7248,0.0815,N
suttebr01,0.1543,0.0091,N
kaatji01,1.2460,0.1165,N
johnto01,1.1827,0.0565,N
conceda01,3.5060,0.3991,N
tiantlu01,0.8953,0.0628,N
lolicmi01,1.3868,0.1064,N
guidrro01,0.0000,0.0105,N
reuscri01,1.9257,0.1416,N
scottmi03,1.8764,0.0948,N
lasorto01,0.5185,0.0000,Y
suttodo01,1.7248,0.0815,Y
suttebr01,0.1543,0.0091,N
johnto01,1.1827,0.0565,N
kaatji01,1.2460,0.1165,N
blylebe01,0.6452,0.0272,N
conceda01,3.5060,0.3991,N
tiantlu01,0.8953,0.0628,N
lolicmi01,1.3868,0.1064,N
guidrro01,0.0000,0.0105,N
flanami01,0.0000,0.0000,N
dempsri01,2.6569,0.2973,N
davisge01,3.8138,0.6499,Y
ryanno01,1.0558,0.0496,Y
suttebr01,0.1543,0.0091,N
kaatji01,1.2460,0.1165,N
johnto01,1.1827,0.0565,N
blylebe01,0.6452,0.0272,N
conceda01,3.5060,0.3991,N
tiantlu01,0.8953,0.0628,N
guidrro01,0.0000,0.0105,N
lolicmi01,1.3868,0.1064,N
candejo01,0.9884,0.0647,N
boddimi01,0.0000,0.0058,N
leibrch01,0.6777,0.0178,N
tananfr01,0.0923,0.0047,N
wittmi01,0.0000,0.0000,N
suttebr01,0.1543,0.0091,N
gossari01,0.0847,0.0010,N
johnto01,1.1827,0.0565,N
kaatji01,1.2460,0.1165,N
morrija02,0.0018,0.0070,N
blylebe01,0.6452,0.0272,N
tiantlu01,0.8953,0.0628,N
conceda01,3.5060,0.3991,N
guidrro01,0.0000,0.0105,N
reardje01,0.0648,0.0000,N
sutclri01,1.2060,0.0901,N
houghch01,0.2634,0.0082,N
gullibi01,1.4472,0.0754,N
hurstbr01,0.7211,0.0289,N
welchbo01,1.1192,0.0500,N
suttebr01,0.1543,0.0091,N
gossari01,0.0847,0.0010,N
johnto01,1.1827,0.0565,N
kaatji01,1.2460,0.1165,N
blylebe01,0.6452,0.0272,N
morrija02,0.0018,0.0070,N
conceda01,3.5060,0.3991,N
tiantlu01,0.8953,0.0628,N
stewada01,0.0975,0.0096,N
guidrro01,0.0000,0.0105,N
henketo01,0.0016,0.0000,N
righeda01,0.0153,0.0000,N
bedrost01,0.2090,0.0041,N
brownto05,1.9167,0.1296,N
darliro01,1.3085,0.0970,N
deshaji01,1.4457,0.0504,N
rijojo01,1.1804,0.0663,N
suttebr01,0.1543,0.0091,N
gossari01,0.0847,0.0010,N
johnto01,1.1827,0.0565,N
blylebe01,0.6452,0.0272,N
kaatji01,1.2460,0.1165,N
morrija02,0.0018,0.0070,N
tiantlu01,0.8953,0.0628,N
conceda01,3.5060,0.3991,N
guidrro01,0.0000,0.0105,N
stewada01,0.0975,0.0096,N
violafr01,0.4394,0.0190,N
wallati01,3.6614,0.4105,N
hennemi01,0.0018,0.0000,N
russeje01,0.1337,0.0051,N
sandesc02,0.5466,0.0169,N
suttebr01,0.1543,0.0091,N
smithle02,0.0626,0.0020,N
gossari01,0.0847,0.0010,N
blylebe01,0.6452,0.0272,N
kaatji01,1.2460,0.1165,N
johnto01,1.1827,0.0565,N
morrija02,0.0018,0.0070,N
conceda01,3.5060,0.3991,N
valenfe01,1.9747,0.1181,N
kileda01,1.8049,0.1044,N
fernasi01,1.7557,0.0912,N
honeyri01,0.2272,0.0162,N
davisma01,0.2672,0.0256,N
jacksda02,1.2056,0.0789,N
willimi02,0.0258,0.0032,N
worreto01,0.0438,0.0016,N
eckerde01,0.1687,0.0084,Y
suttebr01,0.1543,0.0091,N
gossari01,0.0847,0.0010,N
smithle02,0.0626,0.0020,N
blylebe01,0.6452,0.0272,N
morrija02,0.0018,0.0070,N
johnto01,1.1827,0.0565,N
conceda01,3.5060,0.3991,N
valenfe01,1.9747,0.1181,N
martide01,0.7482,0.0360,N
stiebda01,0.0044,0.0044,N
keyji01,0.0042,0.0000,N
drabedo01,1.7379,0.1019,N
myersra01,0.0823,0.0069,N
darwida01,0.4224,0.0208,N
tewksbo01,1.2541,0.0660,N
boggswa01,3.7623,0.6201,Y
suttebr01,0.1543,0.0091,N
gossari01,0.0847,0.0010,N
blylebe01,0.6452,0.0272,N
smithle02,0.0626,0.0020,N
morrija02,0.0018,0.0070,N
johnto01,1.1827,0.0565,N
conceda01,3.5060,0.3991,N
abbotji01,0.0798,0.0000,N
mcdowja01,0.0000,0.0000,N
davisch01,3.5603,0.5090,N
candito01,0.6615,0.0243,N
montgje01,0.0029,0.0000,N
langsma01,0.2004,0.0109,N
suttebr01,0.1543,0.0091,Y
gossari01,0.0847,0.0010,N
blylebe01,0.6452,0.0272,N
smithle02,0.0626,0.0020,N
morrija02,0.0018,0.0070,N
johnto01,1.1827,0.0565,N
conceda01,3.5060,0.3991,N
hershor01,1.5577,0.1250,N
goodedw01,1.7074,0.1382,N
gaettga01,3.5704,0.4507,N
wettejo01,0.0680,0.0065,N
aguilri01,0.1886,0.0163,N
jonesdo01,0.0083,0.0000,N
fernaal01,0.4737,0.0263,N
gossari01,0.0847,0.0010,N
blylebe01,0.6452,0.0272,N
smithle02,0.0626,0.0020,N
morrija02,0.0018,0.0070,N
johnto01,1.1827,0.0565,N
conceda01,3.5060,0.3991,N
hershor01,1.5577,0.1250,N
oneilpa01,3.5645,0.5071,N
saberbr01,0.4715,0.0323,N
cansejo01,3.7398,0.6285,N
bonilbo01,3.4136,0.5130,N
wittbo01,0.1461,0.0046,N
gossari01,0.0847,0.0010,Y
blylebe01,0.6452,0.0272,N
smithle02,0.0626,0.0020,N
morrija02,0.0018,0.0070,N
johnto01,1.1827,0.0565,N
conceda01,3.5060,0.3991,N
beckro01,0.0270,0.0000,N
nenro01,0.0233,0.0000,N
finlech01,0.1011,0.0057,N
stottto01,0.6488,0.0617,N
rijojo01,1.1804,0.0663,N
blylebe01,0.6452,0.0272,N
smithle02,0.0626,0.0020,N
morrija02,0.0018,0.0070,N
johnto01,1.1827,0.0565,N
gracema01,3.5924,0.5252,N
coneda01,0.9135,0.0621,N
oroscje01,0.0471,0.0024,N
plesada01,0.0141,0.0000,N
blylebe01,0.6452,0.0272,N
morrija02,0.0018,0.0070,N
smithle02,0.0626,0.0020,N
venturo01,3.3978,0.4839,N
hentgpa01,0.2442,0.0116,N
appieke01,0.2005,0.0097,N
reynosh01,1.7843,0.1111,N
zeileto01,3.5093,0.4569,N
jacksmi02,0.0279,0.0030,N
blylebe01,0.6452,0.0272,Y
morrija02,0.0018,0.0070,N
smithle02,0.0626,0.0020,N
francjo01,0.0304,0.0018,N
brownke01,1.0102,0.0408,N
leiteal01,1.2649,0.0358,N
harrile01,2.0620,0.2417,N
rueteki01,1.7822,0.1261,N
morrija02,0.0018,0.0070,N
smithle02,0.0626,0.0020,N
radkebr01,0.0767,0.0000,N
mulhote01,0.9010,0.0378,N
morrija02,0.0018,0.0070,N
smithle02,0.0626,0.0020,N
schilcu01,1.3538,0.0683,N
clemero02,0.2525,0.0071,N
wellsda01,0.2697,0.0121,N
finlest01,3.6380,0.5587,N
seleaa01,0.1436,0.0124,N
cirilje01,3.3370,0.4947,N
mesajo01,0.0020,0.0010,N
stantmi01,0.0144,0.0000,N
hernaro01,0.0020,0.0000,N
williwo02,1.2190,0.1174,N
odayha01,3.5216,0.3276,Y
whitede01,4.2462,0.7308,Y
maddugr01,2.0962,0.1357,Y
glavito02,1.8660,0.1312,Y
morrija02,0.0018,0.0070,N
clemero02,0.2525,0.0071,N
smithle02,0.0626,0.0020,N
